Sr. No.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,,
170,566796,NAJAFGARH,28.553883,77.029103,LED,1,80,141,80,80,,,,
171,566796,NAJAFGARH,28.553827,77.029073,LED,1,80,141,80,80,,,,
172,566796,NAJAFGARH,28.553826,77.029069,LED,1,80,141,80,80,,,,
173,566796,NAJAFGARH,28.553696,77.028915,LED,1,80,141,80,80,,,,
174,566796,NAJAFGARH,28.553687,77.028909,LED,1,80,141,80,80,,,,
175,566796,NAJAFGARH,28.553536,77.028785,LED,2,80X2,141,80,160,,,,
176,566796,NAJAFGARH,28.553498,77.028773,LED,1,80,141,80,80,,,,
177,566796,NAJAFGARH,28.553412,77.028744,LED,1,70,141,70,70,,,,
178,566796,NAJAFGARH,28.553412,77.028748,LED,2,70X2,141,70,140,,,,
179,566796,NAJAFGARH,28.553413,77.028799,LED,1,70,141,70,70,,,,
180,566796,NAJAFGARH,28.553376,77.028911,LED,1,70,141,70,70,,,,
181,566796,NAJAFGARH,28.553541,77.029043,LED,1,70,141,70,70,,,,
182,566796,NAJAFGARH,28.553543,77.029045,LED,2,70X2,141,70,140,,,,
183,566796,NAJAFGARH,28.553626,77.029144,LED,1,70,141,70,70,,,,
184,566796,NAJAFGARH,28.553661,77.02919,LED,1,70,141,70,70,,,,
185,566796,NAJAFGARH,28.553762,77.029306,LED,2,70X2,141,70,140,,,,
186,566796,NAJAFGARH,28.553822,77.029373,LED,1,70,141,70,70,,,,
187,566796,NAJAFGARH,28.553773,77.02932,LED,2,70X2,141,70,140,,,,
188,566796,NAJAFGARH,28.553771,77.029317,LED,1,80,141,80,80,,,,
189,566796,NAJAFGARH,28.553764,77.02931,LED,1,80,141,80,80,,,,
190,566796,NAJAFGARH,28.553717,77.029255,LED,1,80,141,80,80,,,,
191,566796,NAJAFGARH,28.553638,77.029166,LED,2,80X2,141,80,160,,,,
192,566796,NAJAFGARH,28.553593,77.029116,LED,1,80,141,80,80,,,,
193,566796,NAJAFGARH,28.553409,77.029056,LED,1,80,141,80,80,,,,
194,566796,NAJAFGARH,28.553293,77.029264,LED,1,80,141,80,80,,,,
195,566796,NAJAFGARH,28.553367,77.029101,LED,1,80,141,80,80,,,,
196,566796,NAJAFGARH,28.553409,77.029001,LED,2,80X2,141,80,160,,,,
197,566796,NAJAFGARH,28.553432,77.02891,LED,1,80,141,80,80,,,,
198,566796,NAJAFGARH,28.553435,77.02877,LED,1,80,141,80,80,,,,
199,566796,NAJAFGARH,28.553439,77.028563,LED,1,70,141,70,70,,,,
200,566796,NAJAFGARH,28.553453,77.028529,LED,2,70X2,141,70,140,,,,
201,566796,NAJAFGARH,28.553528,77.02834,LED,1,70,141,70,70,,,,
202,566796,NAJAFGARH,28.553546,77.028285,LED,1,80,141,80,80,,,,
203,566796,NAJAFGARH,28.553552,77.028261,LED,1,80,141,80,80,,,,
204,566796,NAJAFGARH,28.553625,77.02806,LED,1,80,141,80,80,,,,
205,566796,NAJAFGARH,28.553689,77.027885,LED,1,80,141,80,80,,,,
206,566796,NAJAFGARH,28.55369,77.027881,LED,1,80,141,80,80,,,,
207,566796,NAJAFGARH,28.553744,77.027733,LED,1,70,141,70,70,,,,
208,566796,NAJAFGARH,28.55375,77.02769,LED,1,70,141,70,70,,,,
209,566796,NAJAFGARH,28.553781,77.027614,LED,1,70,141,70,70,,,,
210,566796,NAJAFGARH,28.553819,77.02752,LED,2,70X2,141,70,140,,,,
211,566796,NAJAFGARH,28.553866,77.0274,LED,1,80,141,80,80,,,,
212,566796,NAJAFGARH,28.553643,77.02735,LED,1,80,141,80,80,,,,
213,566796,NAJAFGARH,28.553534,77.027349,LED,1,80,141,80,80,,,,
214,566796,NAJAFGARH,28.553472,77.027368,LED,1,80,141,80,80,,,,
215,566796,NAJAFGARH,28.553467,77.027362,LED,1,80,141,80,80,,,,
216,566796,NAJAFGARH,28.553304,77.027352,LED,2,80X2,141,80,160,,,,
217,566796,NAJAFGARH,28.553279,77.027353,LED,1,80,141,80,80,,,,
218,566796,NAJAFGARH,28.553069,77.027363,LED,1,80,141,80,80,,,,
219,566796,NAJAFGARH,28.553047,77.027358,LED,2,80X2,141,80,160,,,,
220,566796,NAJAFGARH,28.553057,77.027442,LED,1,70,141,70,70,,,,
221,566796,NAJAFGARH,28.553063,77.027585,LED,2,70X2,141,70,140,,,,
222,566796,NAJAFGARH,28.553067,77.027622,LED,1,70,141,70,70,,,,
223,566796,NAJAFGARH,28.553041,77.028034,LED,2,70X2,141,70,140,,,,
224,566796,NAJAFGARH,28.553045,77.028238,LED,1,70,141,70,70,,,,
225,566796,NAJAFGARH,28.553036,77.028325,LED,1,70,141,70,70,,,,
226,566796,NAJAFGARH,28.553024,77.028401,LED,1,70,141,70,70,,,,
227,566796,NAJAFGARH,28.552962,77.028497,LED,1,70,141,70,70,,,,
228,566796,NAJAFGARH,28.552842,77.028449,LED,1,70,141,70,70,,,,
229,566796,NAJAFGARH,28.55282,77.028441,LED,1,70,141,70,70,,,,
230,566796,NAJAFGARH,28.552763,77.028441,LED,2,70X2,141,70,140,,,,
231,566796,NAJAFGARH,28.552756,77.028486,LED,1,70,141,70,70,,,,
232,566796,NAJAFGARH,28.552665,77.028426,LED,1,80,141,80,80,,,,
233,566796,NAJAFGARH,28.55261,77.028308,LED,1,80,141,80,80,,,,
234,566796,NAJAFGARH,28.552577,77.028307,LED,1,80,141,80,80,,,,
235,566796,NAJAFGARH,28.552422,77.028235,LED,1,80,141,80,80,,,,
236,566796,NAJAFGARH,28.552278,77.028179,LED,1,80,141,80,80,,,,
237,566796,NAJAFGARH,28.552263,77.028176,LED,1,80,141,80,80,,,,
238,566796,NAJAFGARH,28.551967,77.028111,LED,2,80X2,141,80,160,,,,
239,566796,NAJAFGARH,28.551863,77.028099,LED,1,80,141,80,80,,,,
240,566796,NAJAFGARH,28.551811,77.028135,LED,1,80,141,80,80,,,,
241,566796,NAJAFGARH,28.551761,77.028154,LED,1,80,141,80,80,,,,
242,566796,NAJAFGARH,28.551759,77.028156,LED,1,80,141,80,80,,,,
243,566796,NAJAFGARH,28.551539,77.028114,LED,1,80,141,80,80,,,,
244,566796,NAJAFGARH,28.551361,77.028047,LED,2,80X2,141,80,160,,,,
245,566796,NAJAFGARH,28.551324,77.028039,LED,1,80,141,80,80,,,,
246,566796,NAJAFGARH,28.551306,77.028032,LED,1,70,141,70,70,,,,
247,566796,NAJAFGARH,28.55109,77.02805,LED,1,70,141,70,70,,,,
248,566796,NAJAFGARH,28.550999,77.028079,LED,2,70X2,141,70,140,,,,
249,566796,NAJAFGARH,28.55093,77.028085,LED,1,70,141,70,70,,,,
250,566796,NAJAFGARH,28.55092,77.028133,LED,1,70,141,70,70,,,,
251,566796,NAJAFGARH,28.550906,77.028138,LED,1,70,141,70,70,,,,
252,566796,NAJAFGARH,28.550793,77.028192,LED,2,70X2,141,70,140,,,,
1,511018,NAJAFGARH,28.603397,77.060401,LED,2,80X2,148,80,160,,,,
2,511018,NAJAFGARH,28.603272,77.06037,LED,1,80,148,80,80,,,,
3,511018,NAJAFGARH,28.603092,77.06035,LED,1,80,148,80,80,,,,
4,511018,NAJAFGARH,28.603096,77.060326,LED,1,80,148,80,80,,,,
5,511018,NAJAFGARH,28.603173,77.060053,LED,1,80,148,80,80,,,,
6,511018,NAJAFGARH,28.603159,77.059823,LED,1,80,148,80,80,,,,
7,511018,NAJAFGARH,28.603173,77.059615,LED,1,80,148,80,80,,,,
8,511018,NAJAFGARH,28.603177,77.059464,LED,1,80,148,80,80,,,,
9,511018,NAJAFGARH,28.603177,77.059188,LED,1,80,148,80,80,,,,
10,511018,NAJAFGARH,28.603177,77.059186,LED,1,80,148,80,80,,,,
11,511018,NAJAFGARH,28.603146,77.059041,LED,1,80,148,80,80,,,,
12,511018,NAJAFGARH,28.603149,77.058719,LED,1,80,148,80,80,,,,
14,511018,NAJAFGARH,28.602975,77.058624,LED,1,80,148,80,80,,,,
15,511018,NAJAFGARH,28.602952,77.058969,LED,1,80,148,80,80,,,,
16,511018,NAJAFGARH,28.603008,77.059362,LED,1,80,148,80,80,,,,
17,511018,NAJAFGARH,28.603019,77.059743,LED,1,80,148,80,80,,,,
18,511018,NAJAFGARH,28.602973,77.059966,LED,1,80,148,80,80,,,,
19,511018,NAJAFGARH,28.602959,77.060301,LED,1,80,148,80,80,,,,
20,511018,NAJAFGARH,28.603118,77.060287,LED,1,80,148,80,80,,,,
21,511018,NAJAFGARH,28.603344,77.06031,LED,1,80,148,80,80,,,,
22,511018,NAJAFGARH,28.603457,77.060247,LED,1,80,148,80,80,,,,
23,511018,NAJAFGARH,28.603458,77.060244,LED,1,80,148,80,80,,,,
24,511018,NAJAFGARH,28.603503,77.060096,LED,1,80,148,80,80,,,,
25,511018,NAJAFGARH,28.603498,77.060057,LED,1,80,148,80,80,,,,
26,511018,NAJAFGARH,28.603512,77.059863,LED,1,80,148,80,80,,,,
27,511018,NAJAFGARH,28.60351,77.059648,LED,1,80,148,80,80,,,,
28,511018,NAJAFGARH,28.603509,77.059418,LED,1,80,148,80,80,,,,
29,511018,NAJAFGARH,28.603523,77.059301,LED,1,80,148,80,80,,,,
30,511018,NAJAFGARH,28.603567,77.05899,LED,1,80,148,80,80,,,,
31,511018,NAJAFGARH,28.603543,77.058832,LED,2,80X2,148,80,160,,,,
32,511018,NAJAFGARH,28.603533,77.058667,LED,2,80X2,148,80,160,,,,
33,511018,NAJAFGARH,28.603532,77.05866,LED,1,80,148,80,80,,,,
26,511228,NAJAFGARH,28.602427,77.060767,LED,1,80,148,80,80,,,,
27,511228,NAJAFGARH,28.602418,77.060731,LED,1,80,148,80,80,,,,
28,511228,NAJAFGARH,28.6024,77.060673,LED,1,80,148,80,80,,,,
29,511228,NAJAFGARH,28.602422,77.060446,LED,1,80,148,80,80,,,,
30,511228,NAJAFGARH,28.602426,77.060383,LED,1,80,148,80,80,,,,
31,511228,NAJAFGARH,28.60251,77.060318,LED,1,80,148,80,80,,,,
32,511228,NAJAFGARH,28.602708,77.060326,LED,1,40,148,40,40,,,,
33,511228,NAJAFGARH,28.602779,77.060327,LED,1,40,148,40,40,,,,
34,511228,NAJAFGARH,28.602927,77.060295,LED,1,80,148,80,80,,,,
35,511228,NAJAFGARH,28.60293,77.060295,LED,1,80,148,80,80,,,,
36,511228,NAJAFGARH,28.602932,77.060292,LED,1,40,148,40,40,,,,
37,511228,NAJAFGARH,28.602965,77.060282,LED,1,40,148,40,40,,,,
,511074,NAJAFGARH,28.580225,77.080719,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583239,77.080615,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583214,77.080386,LED,2,80x2,142,80,160,,,,
,511074,NAJAFGARH,28.583219,77.080166,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583243,77.079953,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583178,77.07968,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583183,77.079491,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583195,77.079204,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583232,77.078968,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583219,77.078651,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583183,77.078388,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583075,77.078381,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582892,77.078347,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582771,77.078187,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582755,77.078163,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582581,77.078132,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582442,77.078319,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582492,77.078381,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582518,77.07849,LED,2,"70x1,80x1",142,"70x1,80x1",150,,,,
,511074,NAJAFGARH,28.582863,77.078557,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582849,77.078741,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582863,77.07875,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582532,77.078772,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582239,77.078748,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.58252,77.07896,LED,2,80x2,142,80,160,,,,
,511074,NAJAFGARH,28.582331,77.078977,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582522,77.079158,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582716,77.079231,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.582888,77.079227,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583054,77.079157,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583138,77.078829,LED,1,80,142,80,80,,,,
,511074,NAJAFGARH,28.583343,77.079531,LED,1,40,142,40,40,,,,
