SR. NO.,CCMS NO,Zone,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Ward No.,Wattage,Connected Load,,,
71,WZ-114-013,WEST,28.635535,77.082706,LED,1,72,114,72,72,,,
72,WZ-114-013,WEST,28.6355,77.082711,LED,1,72,114,72,72,,,
73,WZ-114-013,WEST,28.635371,77.082792,LED,1,72,114,72,72,,,
74,WZ-114-013,WEST,28.635116,77.083011,LED,1,72,114,72,72,,,
75,WZ-114-013,WEST,28.634921,77.083197,LED,1,72,114,72,72,,,
76,WZ-114-013,WEST,28.634651,77.083238,LED,1,72,114,72,72,,,
77,WZ-114-013,WEST,28.63458,77.083298,LED,1,72,114,72,72,,,
78,WZ-114-013,WEST,28.634536,77.083352,LED,1,72,114,72,72,,,
79,WZ-114-013,WEST,28.634338,77.083399,LED,1,72,114,72,72,,,
80,WZ-114-013,WEST,28.634172,77.083416,LED,1,72,114,72,72,,,
81,WZ-114-013,WEST,28.634015,77.083496,LED,1,72,114,72,72,,,
82,WZ-114-013,WEST,28.633834,77.083574,LED,1,72,114,72,72,,,
83,WZ-114-013,WEST,28.633664,77.083361,LED,1,72,114,72,72,,,
84,WZ-114-013,WEST,28.633813,77.083353,LED,1,72,114,72,72,,,
85,WZ-114-013,WEST,28.634049,77.083303,LED,1,72,114,72,72,,,
86,WZ-114-013,WEST,28.634326,77.083247,LED,1,72,114,72,72,,,
87,WZ-114-013,WEST,28.63455,77.082896,LED,1,72,114,72,72,,,
88,WZ-114-013,WEST,28.634833,77.082635,LED,1,72,114,72,72,,,
89,WZ-114-013,WEST,28.634989,77.082437,LED,1,72,114,72,72,,,
90,WZ-114-013,WEST,28.635171,77.082281,LED,1,72,114,72,72,,,
91,WZ-114-013,WEST,28.635405,77.082046,LED,1,72,114,72,72,,,
92,WZ-114-013,WEST,28.635536,77.08197,LED,1,72,114,72,72,,,
93,WZ-114-013,WEST,28.635539,77.081904,LED,1,72,114,72,72,,,
94,WZ-114-013,WEST,28.635511,77.081583,LED,1,72,114,72,72,,,
95,WZ-114-013,WEST,28.635514,77.081507,LED,1,72,114,72,72,,,
96,WZ-114-013,WEST,28.635419,77.081397,LED,2,72X2,114,72,144,,,
97,WZ-114-013,WEST,28.635282,77.081262,LED,1,72,114,72,72,,,
98,WZ-114-013,WEST,28.635204,77.081194,LED,1,72,114,72,72,,,
99,WZ-114-013,WEST,28.635128,77.081085,LED,1,72,114,72,72,,,
100,WZ-114-013,WEST,28.635124,77.081081,LED,1,72,114,72,72,,,
101,WZ-114-013,WEST,28.635108,77.081079,LED,1,72,114,72,72,,,
102,WZ-114-013,WEST,28.634895,77.080919,LED,2,72X2,114,72,144,,,
103,WZ-114-013,WEST,28.634897,77.080915,LED,1,72,114,72,72,,,
104,WZ-114-013,WEST,28.635149,77.080872,LED,1,72,114,72,72,,,
105,WZ-114-013,WEST,28.635214,77.080898,LED,1,72,114,72,72,,,
106,WZ-114-013,WEST,28.635375,77.080899,LED,1,72,114,72,72,,,
107,WZ-114-013,WEST,28.635384,77.080895,LED,1,72,114,72,72,,,
108,WZ-114-013,WEST,28.635545,77.081005,LED,1,72,114,72,72,,,
109,WZ-114-013,WEST,28.635529,77.081022,LED,2,72X2,114,72,144,,,
110,WZ-114-013,WEST,28.635526,77.08112,LED,1,72,114,72,72,,,
111,WZ-114-013,WEST,28.635495,77.081393,LED,1,72,114,72,72,,,
112,WZ-114-013,WEST,28.635487,77.081574,LED,1,72,114,72,72,,,
113,WZ-114-013,WEST,28.635486,77.081576,LED,1,72,114,72,72,,,
123,WZ-114-013,WEST,28.635757,77.08232,LED,1,72,114,72,72,,,
124,WZ-114-013,WEST,28.635657,77.082344,LED,1,72,114,72,72,,,
125,WZ-114-013,WEST,28.635651,77.083045,LED,1,72,114,72,72,,,
126,WZ-114-013,WEST,28.635664,77.083338,LED,1,72,114,72,72,,,
1,WZ-113-008,WEST,28.637811,77.086281,LED,1,72,113,72,72,,,
2,WZ-113-008,WEST,28.637811,77.08628,LED,1,72,113,72,72,,,
3,WZ-113-008,WEST,28.637765,77.08627,LED,1,72,113,72,72,,,
4,WZ-113-008,WEST,28.63757,77.086095,LED,1,72,113,72,72,,,
5,WZ-113-008,WEST,28.637425,77.086004,LED,1,72,113,72,72,,,
6,WZ-113-008,WEST,28.63722,77.085793,LED,1,72,113,72,72,,,
7,WZ-113-008,WEST,28.637069,77.085701,LED,2,72X2,113,72,144,,,
8,WZ-113-008,WEST,28.637142,77.085561,LED,1,72,113,72,72,,,
9,WZ-113-008,WEST,28.63736,77.085751,LED,1,72,113,72,72,,,
10,WZ-113-008,WEST,28.637475,77.085893,LED,1,72,113,72,72,,,
11,WZ-113-008,WEST,28.637753,77.085855,LED,1,72,113,72,72,,,
12,WZ-113-008,WEST,28.637866,77.086009,LED,1,72,113,72,72,,,
13,WZ-113-008,WEST,28.638007,77.085926,LED,1,72,113,72,72,,,
14,WZ-113-008,WEST,28.637887,77.085844,LED,1,72,113,72,72,,,
15,WZ-113-008,WEST,28.637692,77.085746,LED,1,72,113,72,72,,,
16,WZ-113-008,WEST,28.637383,77.085457,LED,1,72,113,72,72,,,
17,WZ-113-008,WEST,28.63726,77.08526,LED,1,72,113,72,72,,,
18,WZ-113-008,WEST,28.63751,77.085339,LED,1,72,113,72,72,,,
19,WZ-113-008,WEST,28.637902,77.085701,LED,1,72,113,72,72,,,
20,WZ-113-008,WEST,28.638022,77.085772,LED,2,72X2,113,72,144,,,
21,WZ-113-008,WEST,28.638243,77.085922,LED,1,72,113,72,72,,,
22,WZ-113-008,WEST,28.638417,77.086072,LED,1,72,113,72,72,,,
29,WZ-113-008,WEST,28.638353,77.08579,LED,1,72,113,72,72,,,
30,WZ-113-008,WEST,28.638186,77.085686,LED,1,72,113,72,72,,,
31,WZ-113-008,WEST,28.638179,77.085688,LED,1,72,113,72,72,,,
32,WZ-113-008,WEST,28.637903,77.085562,LED,1,72,113,72,72,,,
33,WZ-113-008,WEST,28.637689,77.085107,LED,1,72,113,72,72,,,
34,WZ-113-008,WEST,28.637504,77.084969,LED,2,72X2,113,72,144,,,
35,WZ-113-008,WEST,28.637476,77.084861,LED,1,72,113,72,72,,,
36,WZ-113-008,WEST,28.637602,77.084973,LED,1,72,113,72,72,,,
37,WZ-113-008,WEST,28.637746,77.085101,LED,1,72,113,72,72,,,
38,WZ-113-008,WEST,28.637932,77.085295,LED,1,72,113,72,72,,,
39,WZ-113-008,WEST,28.638223,77.085508,LED,1,72,113,72,72,,,
40,WZ-113-008,WEST,28.638294,77.08547,LED,1,72,113,72,72,,,
41,WZ-113-008,WEST,28.638444,77.08556,LED,1,72,113,72,72,,,
42,WZ-113-008,WEST,28.63861,77.085723,LED,1,72,113,72,72,,,
43,WZ-113-008,WEST,28.638942,77.085915,LED,1,72,113,72,72,,,
44,WZ-113-008,WEST,28.639061,77.086056,LED,1,72,113,72,72,,,
45,WZ-113-008,WEST,28.63912,77.08611,LED,1,72,113,72,72,,,
46,WZ-113-008,WEST,28.639122,77.086112,LED,1,72,113,72,72,,,
47,WZ-113-008,WEST,28.639158,77.086003,LED,1,72,113,72,72,,,
48,WZ-113-008,WEST,28.639052,77.085913,LED,1,72,113,72,72,,,
49,WZ-113-008,WEST,28.638792,77.085666,LED,1,72,113,72,72,,,
50,WZ-113-008,WEST,28.638792,77.085664,LED,1,72,113,72,72,,,
51,WZ-113-008,WEST,28.638638,77.085491,LED,1,72,113,72,72,,,
52,WZ-113-008,WEST,28.638397,77.085347,LED,2,72X2,113,72,144,,,
53,WZ-113-008,WEST,28.638345,77.085305,LED,2,72X2,113,72,144,,,
54,WZ-113-008,WEST,28.638258,77.085236,LED,2,72X2,113,72,144,,,
55,WZ-113-008,WEST,28.638093,77.085117,LED,2,72X2,113,72,144,,,
56,WZ-113-008,WEST,28.637969,77.084966,LED,2,72X2,113,72,144,,,
57,WZ-113-008,WEST,28.637734,77.084861,LED,2,72X2,113,72,144,,,
58,WZ-113-008,WEST,28.637803,77.084716,LED,2,72X2,113,72,144,,,
59,WZ-113-008,WEST,28.638042,77.084949,LED,2,72X2,113,72,144,,,
60,WZ-113-008,WEST,28.638289,77.085106,LED,1,72,113,72,72,,,
61,WZ-113-008,WEST,28.638354,77.085156,LED,1,72,113,72,72,,,
62,WZ-113-008,WEST,28.638461,77.085195,LED,1,72,113,72,72,,,
63,WZ-113-008,WEST,28.638473,77.085207,LED,1,72,113,72,72,,,
64,WZ-113-008,WEST,28.638802,77.085494,LED,1,72,113,72,72,,,
65,WZ-113-008,WEST,28.639006,77.085692,LED,1,72,113,72,72,,,
66,WZ-113-008,WEST,28.639208,77.085802,LED,1,72,113,72,72,,,
67,WZ-113-008,WEST,28.639219,77.085811,LED,2,72X2,113,72,144,,,
68,WZ-113-008,WEST,28.639269,77.085836,LED,1,72,113,72,72,,,
69,WZ-113-008,WEST,28.639321,77.085702,LED,1,72,113,72,72,,,
70,WZ-113-008,WEST,28.639197,77.085599,LED,1,72,113,72,72,,,
71,WZ-113-008,WEST,28.639106,77.085455,LED,1,72,113,72,72,,,
72,WZ-113-008,WEST,28.638915,77.085344,LED,1,72,113,72,72,,,
73,WZ-113-008,WEST,28.638816,77.085266,LED,1,72,113,72,72,,,
74,WZ-113-008,WEST,28.638732,77.085214,LED,1,72,113,72,72,,,
75,WZ-113-008,WEST,28.638587,77.085082,LED,1,72,113,72,72,,,
76,WZ-113-008,WEST,28.638422,77.084948,LED,1,72,113,72,72,,,
77,WZ-113-008,WEST,28.638297,77.084855,LED,1,72,113,72,72,,,
78,WZ-113-008,WEST,28.637923,77.084595,LED,1,72,113,72,72,,,
79,WZ-113-008,WEST,28.637882,77.084529,LED,1,72,113,72,72,,,
80,WZ-113-008,WEST,28.637624,77.084457,LED,1,72,113,72,72,,,
81,WZ-113-008,WEST,28.637502,77.084299,LED,1,72,113,72,72,,,
82,WZ-113-008,WEST,28.637397,77.08413,LED,1,72,113,72,72,,,
83,WZ-113-008,WEST,28.637394,77.084057,LED,1,72,113,72,72,,,
84,WZ-113-008,WEST,28.637431,77.084021,LED,1,72,113,72,72,,,
85,WZ-113-008,WEST,28.637746,77.08412,LED,1,72,113,72,72,,,
86,WZ-113-008,WEST,28.637869,77.084259,LED,1,72,113,72,72,,,
87,WZ-113-008,WEST,28.637987,77.084346,LED,1,72,113,72,72,,,
88,WZ-113-008,WEST,28.638097,77.084429,LED,1,72,113,72,72,,,
89,WZ-113-008,WEST,28.638274,77.084562,LED,1,72,113,72,72,,,
90,WZ-113-008,WEST,28.638582,77.084887,LED,1,72,113,72,72,,,
91,WZ-113-008,WEST,28.638758,77.085031,LED,1,72,113,72,72,,,
92,WZ-113-008,WEST,28.638868,77.085156,LED,2,72X2,113,72,144,,,
93,WZ-113-008,WEST,28.639044,77.085283,LED,2,72X2,113,72,144,,,
94,WZ-113-008,WEST,28.639176,77.085348,LED,2,72X2,113,72,144,,,
95,WZ-113-008,WEST,28.639466,77.085539,LED,2,72X2,113,72,144,,,
96,WZ-113-008,WEST,28.639479,77.085568,LED,1,72,113,72,72,,,
97,WZ-113-008,WEST,28.639531,77.085453,LED,1,72,113,72,72,,,
98,WZ-113-008,WEST,28.639517,77.085442,LED,1,72,113,72,72,,,
99,WZ-113-008,WEST,28.639496,77.085417,LED,1,72,113,72,72,,,
100,WZ-113-008,WEST,28.639475,77.085411,LED,1,72,113,72,72,,,
101,WZ-113-008,WEST,28.639333,77.085387,LED,2,72X2,113,72,144,,,
102,WZ-113-008,WEST,28.63922,77.085159,LED,1,72,113,72,72,,,
103,WZ-113-008,WEST,28.639196,77.085125,LED,1,72,113,72,72,,,
104,WZ-113-008,WEST,28.6391,77.08507,LED,1,72,113,72,72,,,
105,WZ-113-008,WEST,28.638982,77.085014,LED,1,72,113,72,72,,,
106,WZ-113-008,WEST,28.63898,77.085013,LED,1,72,113,72,72,,,
107,WZ-113-008,WEST,28.638839,77.084935,LED,1,72,113,72,72,,,
108,WZ-113-008,WEST,28.638721,77.084773,LED,1,72,113,72,72,,,
109,WZ-113-008,WEST,28.63869,77.084744,LED,1,72,113,72,72,,,
110,WZ-113-008,WEST,28.638405,77.084596,LED,1,72,113,72,72,,,
111,WZ-113-008,WEST,28.638323,77.084389,LED,1,72,113,72,72,,,
112,WZ-113-008,WEST,28.638119,77.084281,LED,1,72,113,72,72,,,
1,WZ-113-006,WEST,28.640191,77.084368,LED,1,72,113,72,72,,,
2,WZ-113-006,WEST,28.640016,77.084165,LED,1,72,113,72,72,,,
3,WZ-113-006,WEST,28.63976,77.083921,LED,1,72,113,72,72,,,
4,WZ-113-006,WEST,28.639825,77.083828,LED,1,72,113,72,72,,,
5,WZ-113-006,WEST,28.63987,77.083917,LED,1,72,113,72,72,,,
6,WZ-113-006,WEST,28.640002,77.084002,LED,1,72,113,72,72,,,
7,WZ-113-006,WEST,28.640051,77.084075,LED,2,72X2,113,72,144,,,
8,WZ-113-006,WEST,28.640308,77.084269,LED,1,72,113,72,72,,,
9,WZ-113-006,WEST,28.640275,77.084339,LED,1,72,113,72,72,,,
10,WZ-113-006,WEST,28.64041,77.084194,LED,1,72,113,72,72,,,
11,WZ-113-006,WEST,28.640447,77.084152,LED,1,72,113,72,72,,,
12,WZ-113-006,WEST,28.640368,77.084075,LED,2,72X2,113,72,144,,,
13,WZ-113-006,WEST,28.640188,77.083945,LED,1,72,113,72,72,,,
14,WZ-113-006,WEST,28.640211,77.083865,LED,1,72,113,72,72,,,
15,WZ-113-006,WEST,28.640064,77.083847,LED,1,72,113,72,72,,,
16,WZ-113-006,WEST,28.639716,77.083678,LED,1,72,113,72,72,,,
17,WZ-113-006,WEST,28.639568,77.083662,LED,1,72,113,72,72,,,
18,WZ-113-006,WEST,28.639754,77.083644,LED,1,72,113,72,72,,,
19,WZ-113-006,WEST,28.639773,77.083635,LED,1,72,113,72,72,,,
20,WZ-113-006,WEST,28.640054,77.08373,LED,2,72X2,113,72,144,,,
21,WZ-113-006,WEST,28.640167,77.083813,LED,1,72,113,72,72,,,
22,WZ-113-006,WEST,28.640547,77.08389,LED,1,72,113,72,72,,,
23,WZ-113-006,WEST,28.640568,77.083906,LED,1,72,113,72,72,,,
24,WZ-113-006,WEST,28.640374,77.083719,LED,1,72,113,72,72,,,
25,WZ-113-006,WEST,28.640201,77.083458,LED,1,72,113,72,72,,,
26,WZ-113-006,WEST,28.640196,77.083383,LED,1,72,113,72,72,,,
27,WZ-113-006,WEST,28.640466,77.083688,LED,1,72,113,72,72,,,
28,WZ-113-006,WEST,28.640753,77.0837,LED,1,72,113,72,72,,,
29,WZ-113-006,WEST,28.640769,77.083688,LED,1,72,113,72,72,,,
30,WZ-113-006,WEST,28.640774,77.083689,LED,2,72X2,113,72,144,,,
31,WZ-113-006,WEST,28.640771,77.083706,LED,2,72X2,113,72,144,,,
32,WZ-113-006,WEST,28.640766,77.083692,LED,2,72X2,113,72,144,,,
33,WZ-113-006,WEST,28.64053,77.083424,LED,1,72,113,72,72,,,
34,WZ-113-006,WEST,28.640473,77.083314,LED,1,72,113,72,72,,,
35,WZ-113-006,WEST,28.640538,77.08333,LED,4,72X4,113,72,288,,,
36,WZ-113-006,WEST,28.640657,77.083431,LED,1,72,113,72,72,,,
37,WZ-113-006,WEST,28.640745,77.083417,LED,1,72,113,72,72,,,
38,WZ-113-006,WEST,28.640813,77.083459,LED,1,72,113,72,72,,,
39,WZ-113-006,WEST,28.640918,77.083377,LED,1,72,113,72,72,,,
40,WZ-113-006,WEST,28.640825,77.083309,LED,4,72X4,113,72,288,,,
41,WZ-113-006,WEST,28.640679,77.08326,LED,1,72,113,72,72,,,
42,WZ-113-006,WEST,28.640603,77.083231,LED,1,72,113,72,72,,,
43,WZ-113-006,WEST,28.64045,77.083161,LED,1,72,113,72,72,,,
44,WZ-113-006,WEST,28.640378,77.083246,LED,1,72,113,72,72,,,
45,WZ-113-006,WEST,28.640322,77.083154,LED,1,72,113,72,72,,,
46,WZ-113-006,WEST,28.640205,77.082996,LED,1,72,113,72,72,,,
47,WZ-113-006,WEST,28.640193,77.082982,LED,1,72,113,72,72,,,
48,WZ-113-006,WEST,28.640093,77.082979,LED,1,72,113,72,72,,,
49,WZ-113-006,WEST,28.640094,77.082984,LED,1,72,113,72,72,,,
50,WZ-113-006,WEST,28.640001,77.082887,LED,1,72,113,72,72,,,
51,WZ-113-006,WEST,28.639792,77.082768,LED,1,72,113,72,72,,,
52,WZ-113-006,WEST,28.639652,77.08268,LED,1,72,113,72,72,,,
53,WZ-113-006,WEST,28.639631,77.082654,LED,2,72X2,113,72,144,,,
54,WZ-113-006,WEST,28.639623,77.082648,LED,1,72,113,72,72,,,
55,WZ-113-006,WEST,28.639545,77.082576,LED,1,72,113,72,72,,,
56,WZ-113-006,WEST,28.639543,77.082573,LED,1,72,113,72,72,,,
57,WZ-113-006,WEST,28.639535,77.082566,LED,1,72,113,72,72,,,
58,WZ-113-006,WEST,28.639389,77.082481,LED,2,72X2,113,72,144,,,
59,WZ-113-006,WEST,28.63924,77.082384,LED,1,72,113,72,72,,,
60,WZ-113-006,WEST,28.639231,77.082367,LED,1,72,113,72,72,,,
1,WZ-113-002,WEST,28.637784,77.089052,LED,1,72,113,72,72,,,
2,WZ-113-002,WEST,28.637732,77.08905,LED,1,72,113,72,72,,,
3,WZ-113-002,WEST,28.637646,77.089028,LED,1,72,113,72,72,,,
4,WZ-113-002,WEST,28.637647,77.089029,LED,1,72,113,72,72,,,
5,WZ-113-002,WEST,28.637366,77.088838,LED,1,72,113,72,72,,,
6,WZ-113-002,WEST,28.637209,77.088789,LED,1,72,113,72,72,,,
7,WZ-113-002,WEST,28.637019,77.088835,LED,1,72,113,72,72,,,
8,WZ-113-002,WEST,28.63715,77.089032,LED,2,72X2,113,72,144,,,
9,WZ-113-002,WEST,28.637185,77.089058,LED,1,72,113,72,72,,,
10,WZ-113-002,WEST,28.637421,77.08926,LED,1,72,113,72,72,,,
11,WZ-113-002,WEST,28.637308,77.089603,LED,1,72,113,72,72,,,
12,WZ-113-002,WEST,28.637173,77.089472,LED,2,72X2,113,72,144,,,
13,WZ-113-002,WEST,28.637073,77.089412,LED,2,72X2,113,72,144,,,
14,WZ-113-002,WEST,28.637021,77.088869,LED,2,72X2,113,72,144,,,
15,WZ-113-002,WEST,28.637191,77.08865,LED,2,72X2,113,72,144,,,
16,WZ-113-002,WEST,28.637277,77.088328,LED,1,72,113,72,72,,,
17,WZ-113-002,WEST,28.637287,77.088309,LED,1,72,113,72,72,,,
18,WZ-113-002,WEST,28.637399,77.08835,LED,1,72,113,72,72,,,
19,WZ-113-002,WEST,28.637694,77.088637,LED,1,72,113,72,72,,,
20,WZ-113-002,WEST,28.637922,77.088501,LED,1,72,113,72,72,,,
21,WZ-113-002,WEST,28.637919,77.088484,LED,1,72,113,72,72,,,
22,WZ-113-002,WEST,28.637904,77.088441,LED,1,72,113,72,72,,,
23,WZ-113-002,WEST,28.637778,77.088347,LED,1,72,113,72,72,,,
24,WZ-113-002,WEST,28.63771,77.088345,LED,1,72,113,72,72,,,
25,WZ-113-002,WEST,28.637856,77.088172,LED,1,72,113,72,72,,,
26,WZ-113-002,WEST,28.637852,77.088123,LED,1,72,113,72,72,,,
27,WZ-113-002,WEST,28.637948,77.088151,LED,1,72,113,72,72,,,
28,WZ-113-002,WEST,28.638107,77.088251,LED,2,72X2,113,72,144,,,
29,WZ-113-002,WEST,28.638118,77.088479,LED,1,72,113,72,72,,,
30,WZ-113-002,WEST,28.638046,77.08853,LED,1,72,113,72,72,,,
31,WZ-113-002,WEST,28.638107,77.088621,LED,1,72,113,72,72,,,
32,WZ-113-002,WEST,28.638102,77.088638,LED,1,72,113,72,72,,,
33,WZ-113-002,WEST,28.63813,77.088697,LED,1,72,113,72,72,,,
34,WZ-113-002,WEST,28.638127,77.088962,LED,1,72,113,72,72,,,
35,WZ-113-002,WEST,28.638097,77.089094,LED,2,72X2,113,72,144,,,
36,WZ-113-002,WEST,28.637961,77.088975,LED,1,72,113,72,72,,,
37,WZ-113-002,WEST,28.637853,77.088952,LED,1,72,113,72,72,,,
38,WZ-113-002,WEST,28.637922,77.088855,LED,1,72,113,72,72,,,
39,WZ-113-002,WEST,28.638077,77.088621,LED,1,72,113,72,72,,,
40,WZ-113-002,WEST,28.638357,77.088313,LED,1,72,113,72,72,,,
41,WZ-113-002,WEST,28.638259,77.08822,LED,1,72,113,72,72,,,
42,WZ-113-002,WEST,28.63814,77.088147,LED,1,72,113,72,72,,,
43,WZ-113-002,WEST,28.63798,77.087967,LED,1,72,113,72,72,,,
44,WZ-113-002,WEST,28.63798,77.087967,LED,1,72,113,72,72,,,
45,WZ-113-002,WEST,28.638491,77.087394,LED,1,72,113,72,72,,,
46,WZ-113-002,WEST,28.63843,77.087392,LED,1,72,113,72,72,,,
47,WZ-113-002,WEST,28.638505,77.087452,LED,1,72,113,72,72,,,
48,WZ-113-002,WEST,28.63866,77.087563,LED,1,72,113,72,72,,,
49,WZ-113-002,WEST,28.638747,77.087656,LED,1,72,113,72,72,,,
50,WZ-113-002,WEST,28.638752,77.087652,LED,1,72,113,72,72,,,
51,WZ-113-002,WEST,28.638766,77.08765,LED,1,72,113,72,72,,,
52,WZ-113-002,WEST,28.638709,77.08756,LED,1,72,113,72,72,,,
53,WZ-113-002,WEST,28.638422,77.087163,LED,1,72,113,72,72,,,
54,WZ-113-002,WEST,28.638321,77.087085,LED,1,72,113,72,72,,,
55,WZ-113-002,WEST,28.638329,77.087101,LED,1,72,113,72,72,,,
56,WZ-113-002,WEST,28.638461,77.087009,LED,1,72,113,72,72,,,
57,WZ-113-002,WEST,28.638546,77.086982,LED,1,72,113,72,72,,,
58,WZ-113-002,WEST,28.638449,77.087007,LED,4,140X4,113,140,560,,,
59,WZ-113-002,WEST,28.638478,77.086981,LED,1,72,113,72,72,,,
60,WZ-113-002,WEST,28.638713,77.087063,LED,1,72,113,72,72,,,
61,WZ-113-002,WEST,28.638746,77.086662,LED,1,72,113,72,72,,,
62,WZ-113-002,WEST,28.63878,77.086648,LED,1,72,113,72,72,,,
63,WZ-113-002,WEST,28.639002,77.086821,LED,1,72,113,72,72,,,
64,WZ-113-002,WEST,28.639007,77.086826,LED,1,72,113,72,72,,,
65,WZ-113-002,WEST,28.639034,77.086782,LED,1,72,113,72,72,,,
66,WZ-113-002,WEST,28.639024,77.086784,LED,1,72,113,72,72,,,
67,WZ-113-002,WEST,28.63887,77.087008,LED,1,72,113,72,72,,,
68,WZ-113-002,WEST,28.638876,77.087104,LED,1,72,113,72,72,,,
69,WZ-113-002,WEST,28.63879,77.087238,LED,1,72,113,72,72,,,
70,WZ-113-002,WEST,28.638726,77.087237,LED,1,72,113,72,72,,,
71,WZ-113-002,WEST,28.638637,77.087175,LED,1,72,113,72,72,,,
72,WZ-113-002,WEST,28.638636,77.087174,LED,1,72,113,72,72,,,
73,WZ-113-002,WEST,28.638529,77.087032,LED,1,72,113,72,72,,,
74,WZ-113-002,WEST,28.638383,77.086882,LED,1,72,113,72,72,,,
75,WZ-113-002,WEST,28.638175,77.087027,LED,1,72,113,72,72,,,
76,WZ-113-002,WEST,28.63817,77.087033,LED,1,72,113,72,72,,,
77,WZ-113-002,WEST,28.638101,77.087181,LED,1,72,113,72,72,,,
78,WZ-113-002,WEST,28.638091,77.087262,LED,1,72,113,72,72,,,
79,WZ-113-002,WEST,28.637834,77.087237,LED,2,72X2,113,72,144,,,
80,WZ-113-002,WEST,28.637807,77.087285,LED,2,72X2,113,72,144,,,
81,WZ-113-002,WEST,28.638015,77.087657,LED,2,72X2,113,72,144,,,
82,WZ-113-002,WEST,28.638341,77.087988,LED,1,72,113,72,72,,,
83,WZ-113-002,WEST,28.638383,77.08801,LED,1,72,113,72,72,,,
84,WZ-113-002,WEST,28.638558,77.088088,LED,1,72,113,72,72,,,
85,WZ-113-002,WEST,28.638646,77.088248,LED,1,72,113,72,72,,,
86,WZ-113-002,WEST,28.63871,77.088266,LED,1,72,113,72,72,,,
87,WZ-113-002,WEST,28.638722,77.088262,LED,1,72,113,72,72,,,
88,WZ-113-002,WEST,28.638617,77.088322,LED,1,72,113,72,72,,,
89,WZ-113-002,WEST,28.638566,77.088385,LED,2,72X2,113,72,144,,,
90,WZ-113-002,WEST,28.638539,77.08831,LED,1,72,113,72,72,,,
91,WZ-113-002,WEST,28.638539,77.088277,LED,1,72,113,72,72,,,
92,WZ-113-002,WEST,28.638462,77.088253,LED,1,72,113,72,72,,,
93,WZ-113-002,WEST,28.638289,77.088162,LED,1,72,113,72,72,,,
94,WZ-113-002,WEST,28.638145,77.088432,LED,1,72,113,72,72,,,
95,WZ-113-002,WEST,28.638013,77.0887,LED,1,72,113,72,72,,,
96,WZ-113-002,WEST,28.637921,77.088745,LED,1,72,113,72,72,,,
97,WZ-113-002,WEST,28.637654,77.088595,LED,1,72,113,72,72,,,
98,WZ-113-002,WEST,28.63734,77.088341,LED,1,72,113,72,72,,,
99,WZ-113-002,WEST,28.63737,77.088045,LED,1,72,113,72,72,,,
100,WZ-113-002,WEST,28.637185,77.087942,LED,1,72,113,72,72,,,
101,WZ-113-002,WEST,28.637055,77.087914,LED,1,72,113,72,72,,,
102,WZ-113-002,WEST,28.636991,77.087962,LED,1,72,113,72,72,,,
103,WZ-113-002,WEST,28.636036,77.085342,LED,1,72,113,72,72,,,
104,WZ-113-002,WEST,28.636037,77.085342,LED,1,72,113,72,72,,,
105,WZ-113-002,WEST,28.635749,77.084678,LED,1,72,113,72,72,,,
106,WZ-113-002,WEST,28.635848,77.084765,LED,1,72,113,72,72,,,
107,WZ-113-002,WEST,28.635883,77.084776,LED,2,72X2,113,72,144,,,
108,WZ-113-002,WEST,28.635927,77.084776,LED,2,72X2,113,72,144,,,
109,WZ-113-002,WEST,28.636047,77.084836,LED,2,72X2,113,72,144,,,
110,WZ-113-002,WEST,28.636063,77.084846,LED,2,72X2,113,72,144,,,
111,WZ-113-002,WEST,28.636243,77.084895,LED,1,72,113,72,72,,,
112,WZ-113-002,WEST,28.636343,77.084942,LED,1,72,113,72,72,,,
1,WZ-126-034,WEST,28.622233,77.038982,LED,1,72,126,72,72,,,
2,WZ-126-034,WEST,28.622382,77.039227,LED,1,72,126,72,72,,,
3,WZ-126-034,WEST,28.622201,77.039154,LED,1,72,126,72,72,,,
4,WZ-126-034,WEST,28.622201,77.039154,LED,1,72,126,72,72,,,
5,WZ-126-034,WEST,28.622207,77.039229,LED,1,72,126,72,72,,,
6,WZ-126-034,WEST,28.622207,77.039229,LED,1,72,126,72,72,,,
7,WZ-126-034,WEST,28.62228,77.039468,LED,1,72,126,72,72,,,
8,WZ-126-034,WEST,28.622281,77.039465,LED,1,72,126,72,72,,,
9,WZ-126-034,WEST,28.622305,77.039424,LED,1,72,126,72,72,,,
10,WZ-126-034,WEST,28.622231,77.039196,LED,1,72,126,72,72,,,
11,WZ-126-034,WEST,28.622231,77.039194,LED,1,72,126,72,72,,,
12,WZ-126-034,WEST,28.622232,77.039194,LED,1,72,126,72,72,,,
13,WZ-126-034,WEST,28.622183,77.039102,LED,1,72,126,72,72,,,
14,WZ-126-034,WEST,28.622206,77.039057,LED,1,72,126,72,72,,,
15,WZ-126-034,WEST,28.622153,77.039118,LED,1,72,126,72,72,,,
16,WZ-126-034,WEST,28.622119,77.038691,LED,2,72X2,126,72,144,,,
17,WZ-126-034,WEST,28.622091,77.038365,LED,1,72,126,72,72,,,
18,WZ-126-034,WEST,28.622203,77.03817,LED,1,72,126,72,72,,,
19,WZ-126-034,WEST,28.622289,77.038219,LED,1,72,126,72,72,,,
20,WZ-126-034,WEST,28.622311,77.038267,LED,1,72,126,72,72,,,
