SR. NO.,CCMS NO,Zone,Ward No.,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Wattage,Connected Load,,,
67,100010,SOUTH,162,28.536261,77.216295,LED,1,80,80,80,,,
68,100010,SOUTH,162,28.536189,77.216205,LED,1,80,80,80,,,
69,100010,SOUTH,162,28.536155,77.216163,LED,1,80,80,80,,,
70,100010,SOUTH,162,28.536164,77.216161,LED,1,80,80,80,,,
71,100010,SOUTH,162,28.536107,77.216124,LED,1,80,80,80,,,
72,100010,SOUTH,162,28.536037,77.216064,LED,1,80,80,80,,,
73,100010,SOUTH,162,28.536015,77.216059,LED,1,80,80,80,,,
74,100010,SOUTH,162,28.535978,77.216154,LED,1,80,80,80,,,
75,100010,SOUTH,162,28.535972,77.21615,LED,1,80,80,80,,,
76,100010,SOUTH,162,28.535929,77.215937,LED,1,80,80,80,,,
77,100010,SOUTH,162,28.535836,77.215886,LED,1,80,80,80,,,
78,100010,SOUTH,162,28.53573,77.215698,LED,1,80,80,80,,,
79,100010,SOUTH,162,28.535958,77.215862,LED,1,80,80,80,,,
80,100010,SOUTH,162,28.536112,77.216003,LED,1,80,80,80,,,
81,100010,SOUTH,162,28.536125,77.216037,LED,1,80,80,80,,,
82,100010,SOUTH,162,28.536333,77.216211,LED,1,80,80,80,,,
83,100010,SOUTH,162,28.536491,77.216398,LED,1,80,80,80,,,
84,100010,SOUTH,162,28.536554,77.216475,LED,1,80,80,80,,,
85,100010,SOUTH,162,28.53649,77.216532,LED,1,80,80,80,,,
86,100010,SOUTH,162,28.536277,77.216618,LED,1,80,80,80,,,
87,100010,SOUTH,162,28.536345,77.216571,LED,1,80,80,80,,,
88,100010,SOUTH,162,28.536292,77.216463,LED,1,80,80,80,,,
89,100010,SOUTH,162,28.536162,77.216512,LED,1,80,80,80,,,
90,100010,SOUTH,162,28.535788,77.216658,LED,1,80,80,80,,,
91,100010,SOUTH,162,28.535842,77.21706,LED,1,80,80,80,,,
92,100010,SOUTH,162,28.53585,77.217067,LED,1,80,80,80,,,
93,100010,SOUTH,162,28.536108,77.2172,LED,1,80,80,80,,,
94,100010,SOUTH,162,28.536185,77.217161,LED,1,80,80,80,,,
95,100010,SOUTH,162,28.536197,77.217155,LED,1,80,80,80,,,
96,100010,SOUTH,162,28.536239,77.21758,LED,1,80,80,80,,,
97,100010,SOUTH,162,28.536033,77.217946,LED,1,80,80,80,,,
98,100010,SOUTH,162,28.536485,77.217839,LED,1,80,80,80,,,
99,100010,SOUTH,162,28.536306,77.217042,LED,1,80,80,80,,,
100,100010,SOUTH,162,28.53659,77.216943,LED,1,80,80,80,,,
101,100010,SOUTH,162,28.536863,77.216818,LED,1,80,80,80,,,
102,100010,SOUTH,162,28.536529,77.217517,LED,1,80,80,80,,,
103,100010,SOUTH,162,28.536471,77.217349,LED,1,80,80,80,,,
104,100010,SOUTH,162,28.536561,77.217276,LED,1,80,80,80,,,
105,100010,SOUTH,162,28.536563,77.217257,LED,1,80,80,80,,,
106,100010,SOUTH,162,28.536672,77.217226,LED,1,80,80,80,,,
107,100010,SOUTH,162,28.536757,77.217391,LED,1,80,80,80,,,
108,100010,SOUTH,162,28.536659,77.217474,LED,1,80,80,80,,,
109,100010,SOUTH,162,28.536643,77.217486,LED,1,80,80,80,,,
110,100010,SOUTH,162,28.536639,77.217489,LED,1,80,80,80,,,
111,100010,SOUTH,162,28.536622,77.217503,LED,1,80,80,80,,,
112,100010,SOUTH,162,28.536621,77.217502,LED,1,80,80,80,,,
113,100010,SOUTH,162,28.53662,77.217502,LED,1,80,80,80,,,
114,100010,SOUTH,162,28.536619,77.217502,LED,1,80,80,80,,,
115,100010,SOUTH,162,28.536616,77.217501,LED,1,80,80,80,,,
116,100010,SOUTH,162,28.536615,77.217501,LED,1,80,80,80,,,
117,100010,SOUTH,162,28.536614,77.217499,LED,1,80,80,80,,,
118,100010,SOUTH,162,28.536614,77.217497,LED,1,80,80,80,,,
119,100010,SOUTH,162,28.536613,77.217499,LED,1,80,80,80,,,
120,100010,SOUTH,162,28.536589,77.217511,LED,1,80,80,80,,,
121,100010,SOUTH,162,28.536584,77.217511,LED,1,80,80,80,,,
122,100010,SOUTH,162,28.536766,77.217159,LED,1,80,80,80,,,
123,100010,SOUTH,162,28.536807,77.217433,LED,1,80,80,80,,,
124,100010,SOUTH,162,28.536844,77.217564,LED,1,80,80,80,,,
125,100010,SOUTH,162,28.536966,77.21727,LED,1,80,80,80,,,
126,100010,SOUTH,162,28.536903,77.216999,LED,1,80,80,80,,,
127,100010,SOUTH,162,28.536892,77.216978,LED,1,80,80,80,,,
128,100010,SOUTH,162,28.536825,77.216888,LED,1,80,80,80,,,
129,100010,SOUTH,162,28.536822,77.216885,LED,1,80,80,80,,,
130,100010,SOUTH,162,28.536798,77.216327,LED,1,80,80,80,,,
131,100010,SOUTH,162,28.536848,77.216294,LED,1,80,80,80,,,
132,100010,SOUTH,162,28.536968,77.21628,LED,1,80,80,80,,,
133,100010,SOUTH,162,28.537145,77.216455,LED,1,80,80,80,,,
134,100010,SOUTH,162,28.53717,77.216597,LED,1,80,80,80,,,
135,100010,SOUTH,162,28.5373,77.217215,LED,1,80,80,80,,,
136,100010,SOUTH,162,28.5373,77.217219,LED,1,80,80,80,,,
1,100169,SOUTH,176,28.437301,77.167096,LED,1,70,70,70,,,
2,100169,SOUTH,176,28.437345,77.16689,LED,1,70,70,70,,,
3,100169,SOUTH,176,28.437362,77.166682,LED,1,70,70,70,,,
4,100169,SOUTH,176,28.437369,77.166522,LED,1,70,70,70,,,
5,100169,SOUTH,176,28.437374,77.166319,LED,1,70,70,70,,,
6,100169,SOUTH,176,28.437373,77.166127,LED,1,70,70,70,,,
7,100169,SOUTH,176,28.437377,77.166049,LED,1,70,70,70,,,
8,100169,SOUTH,176,28.43737,77.16589,LED,1,70,70,70,,,
9,100169,SOUTH,176,28.437371,77.165703,LED,1,70,70,70,,,
10,100169,SOUTH,176,28.437375,77.165555,LED,1,80,80,80,,,
11,100169,SOUTH,176,28.437375,77.165552,LED,1,80,80,80,,,
12,100169,SOUTH,176,28.437383,77.165479,LED,1,80,80,80,,,
13,100169,SOUTH,176,28.437377,77.165407,LED,1,80,80,80,,,
14,100169,SOUTH,176,28.437376,77.165266,LED,1,70,70,70,,,
15,100169,SOUTH,176,28.437387,77.165091,LED,1,70,70,70,,,
16,100169,SOUTH,176,28.437382,77.164887,LED,1,70,70,70,,,
17,100169,SOUTH,176,28.437377,77.164741,LED,1,70,70,70,,,
18,100169,SOUTH,176,28.437391,77.164686,LED,1,70,70,70,,,
19,100169,SOUTH,176,28.437388,77.16461,LED,1,70,70,70,,,
20,100169,SOUTH,176,28.43741,77.16449,LED,1,70,70,70,,,
21,100169,SOUTH,176,28.437408,77.164294,LED,1,70,70,70,,,
22,100169,SOUTH,176,28.437364,77.163918,LED,1,70,70,70,,,
23,100169,SOUTH,176,28.437514,77.164059,LED,1,70,70,70,,,
24,100169,SOUTH,176,28.437527,77.164061,LED,1,70,70,70,,,
25,100169,SOUTH,176,28.437573,77.164057,LED,1,70,70,70,,,
26,100169,SOUTH,176,28.437728,77.164077,LED,1,70,70,70,,,
27,100169,SOUTH,176,28.437897,77.164081,LED,1,70,70,70,,,
28,100169,SOUTH,176,28.437986,77.164088,LED,1,70,70,70,,,
29,100169,SOUTH,176,28.438008,77.164091,LED,1,70,70,70,,,
30,100169,SOUTH,176,28.438044,77.164098,LED,1,70,70,70,,,
31,100169,SOUTH,176,28.438071,77.164099,LED,1,70,70,70,,,
32,100169,SOUTH,176,28.438086,77.164068,LED,1,70,70,70,,,
35,100169,SOUTH,176,28.437853,77.164033,LED,1,80,80,80,,,
36,100169,SOUTH,176,28.437735,77.164021,LED,1,80,80,80,,,
37,100169,SOUTH,176,28.43758,77.164015,LED,1,80,80,80,,,
38,100169,SOUTH,176,28.437401,77.164079,LED,1,70,70,70,,,
39,100169,SOUTH,176,28.437387,77.16408,LED,1,70,70,70,,,
40,100169,SOUTH,176,28.437382,77.164148,LED,1,70,70,70,,,
1,HVDS,SOUTH,166,28.554515,77.182078,LED,1,80,80,80,,,
2,HVDS,SOUTH,166,28.554911,77.182349,LED,1,80,80,80,,,
3,HVDS,SOUTH,166,28.555015,77.182517,LED,1,80,80,80,,,
5,HVDS,SOUTH,166,28.555292,77.182832,LED,1,80,80,80,,,
6,HVDS,SOUTH,166,28.55536,77.182918,LED,1,80,80,80,,,
7,HVDS,SOUTH,166,28.555432,77.183021,LED,1,80,80,80,,,
8,HVDS,SOUTH,166,28.555486,77.183101,LED,1,80,80,80,,,
9,HVDS,SOUTH,166,28.555609,77.183266,LED,1,72,72,72,,,
10,HVDS,SOUTH,166,28.555777,77.183329,LED,1,72,72,72,,,
11,HVDS,SOUTH,166,28.555959,77.183423,LED,1,72,72,72,,,
12,HVDS,SOUTH,166,28.556138,77.183506,LED,1,72,72,72,,,
13,HVDS,SOUTH,166,28.556203,77.183537,LED,1,72,72,72,,,
15,HVDS,SOUTH,166,28.556583,77.183678,LED,1,80,80,80,,,
16,HVDS,SOUTH,166,28.556669,77.183716,LED,1,80,80,80,,,
17,HVDS,SOUTH,166,28.556832,77.183765,LED,1,80,80,80,,,
18,HVDS,SOUTH,166,28.556771,77.183905,LED,1,80,80,80,,,
1,HVDS,SOUTH,166,28.55911,77.186433,LED,1,80,80,80,,,
2,HVDS,SOUTH,166,28.559012,77.186389,LED,2,80X2,80,160,,,
3,HVDS,SOUTH,166,28.5592,77.18645,LED,1,80,80,80,,,
4,HVDS,SOUTH,166,28.55932,77.186614,LED,1,80,80,80,,,
5,HVDS,SOUTH,166,28.559422,77.186815,LED,1,80,80,80,,,
6,HVDS,SOUTH,166,28.559505,77.187023,LED,2,80X2,80,160,,,
8,HVDS,SOUTH,166,28.559505,77.187049,LED,1,80,80,80,,,
9,HVDS,SOUTH,166,28.559678,77.186892,LED,1,80,80,80,,,
10,HVDS,SOUTH,166,28.559786,77.18664,LED,1,80,80,80,,,
11,HVDS,SOUTH,166,28.560296,77.186814,LED,2,80X2,80,160,,,
12,HVDS,SOUTH,166,28.560394,77.186863,LED,1,80,80,80,,,
13,HVDS,SOUTH,166,28.560662,77.186953,LED,2,80X2,80,160,,,
14,HVDS,SOUTH,166,28.560721,77.186883,LED,1,80,80,80,,,
15,HVDS,SOUTH,166,28.560579,77.187319,LED,1,80,80,80,,,
16,HVDS,SOUTH,166,28.560532,77.187414,LED,1,72,72,72,,,
17,HVDS,SOUTH,166,28.56051,77.187514,LED,1,72,72,72,,,
18,HVDS,SOUTH,166,28.560363,77.187582,LED,1,72,72,72,,,
19,HVDS,SOUTH,166,28.560067,77.18746,LED,1,80,80,80,,,
20,HVDS,SOUTH,166,28.559929,77.187423,LED,1,80,80,80,,,
21,HVDS,SOUTH,166,28.560813,77.187704,LED,1,80,80,80,,,
22,HVDS,SOUTH,166,28.560899,77.187422,LED,1,80,80,80,,,
23,HVDS,SOUTH,166,28.560913,77.187341,LED,1,80,80,80,,,
24,HVDS,SOUTH,166,28.561069,77.187054,LED,1,80,80,80,,,
25,HVDS,SOUTH,166,28.561415,77.187333,LED,1,80,80,80,,,
26,HVDS,SOUTH,166,28.561345,77.18753,LED,1,80,80,80,,,
27,HVDS,SOUTH,166,28.561338,77.187569,LED,1,80,80,80,,,
28,HVDS,SOUTH,166,28.561269,77.187838,LED,1,80,80,80,,,
29,HVDS,SOUTH,166,28.56138,77.187912,LED,1,80,80,80,,,
30,HVDS,SOUTH,166,28.561426,77.187682,LED,1,80,80,80,,,
31,HVDS,SOUTH,166,28.56149,77.187949,LED,1,80,80,80,,,
32,HVDS,SOUTH,166,28.561643,77.188,LED,1,80,80,80,,,
33,HVDS,SOUTH,166,28.560973,77.187788,LED,1,80,80,80,,,
34,HVDS,SOUTH,166,28.559339,77.186095,LED,1,80,80,80,,,
35,HVDS,SOUTH,166,28.559232,77.186064,LED,1,80,80,80,,,
36,HVDS,SOUTH,166,28.559233,77.186007,LED,1,80,80,80,,,
37,HVDS,SOUTH,166,28.559226,77.185971,LED,1,80,80,80,,,
1,HVDS,SOUTH,166,28.518397,77.214165,LED,2,80X2,80,160,,,
2,HVDS,SOUTH,166,28.518432,77.214246,LED,1,40,40,40,,,
3,HVDS,SOUTH,166,28.518371,77.214347,LED,1,40,40,40,,,
4,HVDS,SOUTH,166,28.518292,77.214586,LED,1,40,40,40,,,
5,HVDS,SOUTH,166,28.51826,77.214781,LED,1,40,40,40,,,
6,HVDS,SOUTH,166,28.518238,77.214918,LED,1,40,40,40,,,
7,HVDS,SOUTH,166,28.518181,77.2151,LED,1,40,40,40,,,
8,HVDS,SOUTH,166,28.518415,77.214207,LED,1,80,80,80,,,
9,HVDS,SOUTH,166,28.518454,77.214013,LED,1,40,40,40,,,
10,HVDS,SOUTH,166,28.518498,77.213915,LED,1,40,40,40,,,
11,HVDS,SOUTH,166,28.518499,77.213911,LED,1,80,80,80,,,
12,HVDS,SOUTH,166,28.518467,77.213796,LED,1,80,80,80,,,
13,HVDS,SOUTH,166,28.518492,77.213638,LED,1,80,80,80,,,
14,HVDS,SOUTH,166,28.518554,77.213224,LED,1,80,80,80,,,
15,HVDS,SOUTH,166,28.51849,77.213295,LED,1,80,80,80,,,
16,HVDS,SOUTH,166,28.518497,77.213276,LED,1,80,80,80,,,
17,HVDS,SOUTH,166,28.518587,77.213152,LED,1,80,80,80,,,
18,HVDS,SOUTH,166,28.518709,77.213024,LED,1,40,40,40,,,
19,HVDS,SOUTH,166,28.518674,77.212855,LED,1,80,80,80,,,
1,HVDS,SOUTH,167,28.565498,77.169152,LED,1,72,72,72,,,
2,HVDS,SOUTH,167,28.564849,77.167291,LED,1,72,72,72,,,
3,HVDS,SOUTH,167,28.564945,77.167502,LED,1,72,72,72,,,
4,HVDS,SOUTH,167,28.565051,77.167768,LED,1,72,72,72,,,
5,HVDS,SOUTH,167,28.565173,77.167988,LED,1,72,72,72,,,
6,HVDS,SOUTH,167,28.565285,77.16825,LED,1,70,70,70,,,
7,HVDS,SOUTH,167,28.565327,77.168518,LED,1,70,70,70,,,
8,HVDS,SOUTH,167,28.565437,77.168708,LED,1,70,70,70,,,
9,HVDS,SOUTH,167,28.565503,77.168954,LED,1,70,70,70,,,
10,HVDS,SOUTH,167,28.565561,77.169194,LED,1,70,70,70,,,
11,HVDS,SOUTH,167,28.56571,77.169941,LED,1,70,70,70,,,
12,HVDS,SOUTH,167,28.565753,77.170156,LED,1,80,80,80,,,
13,HVDS,SOUTH,167,28.565804,77.170216,LED,1,80,80,80,,,
14,HVDS,SOUTH,167,28.565793,77.170256,LED,1,70,70,70,,,
16,HVDS,SOUTH,167,28.565919,77.170401,LED,1,70,70,70,,,
17,HVDS,SOUTH,167,28.566027,77.1704,LED,1,70,70,70,,,
18,HVDS,SOUTH,167,28.566113,77.170623,LED,1,70,70,70,,,
20,HVDS,SOUTH,167,28.566169,77.170969,LED,1,80,80,80,,,
21,HVDS,SOUTH,167,28.566186,77.171221,LED,1,80,80,80,,,
22,HVDS,SOUTH,167,28.565784,77.170548,LED,1,80,80,80,,,
23,HVDS,SOUTH,167,28.565841,77.170696,LED,1,72,72,72,,,
24,HVDS,SOUTH,167,28.56589,77.170929,LED,1,72,72,72,,,
25,HVDS,SOUTH,167,28.565939,77.171188,LED,1,70,70,70,,,
26,HVDS,SOUTH,167,28.565977,77.171433,LED,1,70,70,70,,,
27,HVDS,SOUTH,167,28.565993,77.171678,LED,1,70,70,70,,,
28,HVDS,SOUTH,167,28.566,77.171932,LED,1,70,70,70,,,
1,SZ-173-012,South,173,28.511718,77.203664,LED,1,80,80,80,,,
2,SZ-173-012,South,173,28.511687,77.203504,LED,1,80,80,80,,,
3,SZ-173-012,South,173,28.51166,77.203272,LED,1,80,80,80,,,
4,SZ-173-012,South,173,28.511766,77.203559,LED,1,80,80,80,,,
5,SZ-173-012,South,173,28.511734,77.203707,LED,1,80,80,80,,,
6,SZ-173-012,South,173,28.51187,77.203761,LED,1,80,80,80,,,
7,SZ-173-012,South,173,28.512066,77.203816,LED,1,80,80,80,,,
8,SZ-173-012,South,173,28.512137,77.203869,LED,1,80,80,80,,,
9,SZ-173-012,South,173,28.512284,77.203925,LED,1,80,80,80,,,
10,SZ-173-012,South,173,28.512466,77.204068,LED,1,80,80,80,,,
11,SZ-173-012,South,173,28.511585,77.204018,LED,1,40,40,40,,,
12,SZ-173-012,South,173,28.511584,77.2043,LED,1,40,40,40,,,
13,SZ-173-012,South,173,28.51158,77.204638,LED,1,40,40,40,,,
14,SZ-173-012,South,173,28.511595,77.205014,LED,1,40,40,40,,,
15,SZ-173-012,South,173,28.511809,77.205039,LED,1,40,40,40,,,
16,SZ-173-012,South,173,28.511623,77.205173,LED,1,40,40,40,,,
17,SZ-173-012,South,173,28.511621,77.205298,LED,2,40 x 2,40,80,,,
18,SZ-173-012,South,173,28.511314,77.205033,LED,1,40,40,40,,,
19,SZ-173-012,South,173,28.511079,77.205028,LED,1,80,80,80,,,
20,SZ-173-012,South,173,28.510994,77.205152,LED,1,40,40,40,,,
21,SZ-173-012,South,173,28.510967,77.205463,LED,1,40,40,40,,,
22,SZ-173-012,South,173,28.510976,77.205682,LED,1,40,40,40,,,
23,SZ-173-012,South,173,28.510785,77.205052,LED,1,40,40,40,,,
24,SZ-173-012,South,173,28.510699,77.205336,LED,1,40,40,40,,,
25,SZ-173-012,South,173,28.510531,77.205046,LED,1,40,40,40,,,
26,SZ-173-012,South,173,28.51028,77.205137,LED,1,40,40,40,,,
27,SZ-173-012,South,173,28.510282,77.205442,LED,1,80,80,80,,,
28,SZ-173-012,South,173,28.510193,77.205721,LED,1,40,40,40,,,
29,SZ-173-012,South,173,28.50989,77.205715,LED,1,40,40,40,,,
30,SZ-173-012,South,173,28.509597,77.205696,LED,1,40,40,40,,,
31,SZ-173-012,South,173,28.510239,77.205779,LED,1,40,40,40,,,
32,SZ-173-012,South,173,28.510239,77.20609,LED,1,80,80,80,,,
33,SZ-173-012,South,173,28.510239,77.206416,LED,1,40,40,40,,,
34,SZ-173-012,South,173,28.510161,77.206425,LED,1,40,40,40,,,
35,SZ-173-012,South,173,28.509986,77.20643,LED,1,40,40,40,,,
36,SZ-173-012,South,173,28.509714,77.206421,LED,1,40,40,40,,,
37,SZ-173-012,South,173,28.509421,77.20643,LED,1,40,40,40,,,
38,SZ-173-012,South,173,28.509159,77.206411,LED,1,40,40,40,,,
39,SZ-173-012,South,173,28.508881,77.206397,LED,1,40,40,40,,,
40,SZ-173-012,South,173,28.510212,77.206647,LED,1,40,40,40,,,
41,SZ-173-012,South,173,28.510194,77.205065,LED,1,80,80,80,,,
42,SZ-173-012,South,173,28.510015,77.205071,LED,1,40,40,40,,,
43,SZ-173-012,South,173,28.509736,77.205051,LED,1,40,40,40,,,
44,SZ-173-012,South,173,28.509458,77.205043,LED,1,40,40,40,,,
45,SZ-173-012,South,173,28.509203,77.205042,LED,1,40,40,40,,,
46,SZ-173-012,South,173,28.508938,77.205036,LED,1,40,40,40,,,
47,SZ-173-012,South,173,28.508675,77.205061,LED,1,80,80,80,,,
48,SZ-173-012,South,173,28.50865,77.205355,LED,1,40,40,40,,,
49,SZ-173-012,South,173,28.508641,77.205641,LED,1,40,40,40,,,
50,SZ-173-012,South,173,28.508396,77.205706,LED,1,40,40,40,,,
51,SZ-173-012,South,173,28.508367,77.20596,LED,1,40,40,40,,,
52,SZ-173-012,South,173,28.508671,77.204926,LED,1,40,40,40,,,
53,SZ-173-012,South,173,28.508667,77.204712,LED,1,80,80,80,,,
54,SZ-173-012,South,173,28.508495,77.204674,LED,1,40,40,40,,,
55,SZ-173-012,South,173,28.508489,77.204353,LED,1,40,40,40,,,
56,SZ-173-012,South,173,28.508577,77.203969,LED,1,40,40,40,,,
57,SZ-173-012,South,173,28.508619,77.203762,LED,1,40,40,40,,,
58,SZ-173-012,South,173,28.508645,77.203542,LED,1,40,40,40,,,
59,SZ-173-012,South,173,28.510264,77.204888,LED,1,40,40,40,,,
60,SZ-173-012,South,173,28.510252,77.204609,LED,1,40,40,40,,,
61,SZ-173-012,South,173,28.510203,77.204421,LED,1,40,40,40,,,
62,SZ-173-012,South,173,28.509946,77.204387,LED,1,40,40,40,,,
63,SZ-173-012,South,173,28.510228,77.204336,LED,1,40,40,40,,,
64,SZ-173-012,South,173,28.510278,77.20394,LED,1,40,40,40,,,
65,SZ-173-012,South,173,28.510326,77.203553,LED,1,40,40,40,,,
66,SZ-173-012,South,173,28.510345,77.203228,LED,1,80,80,80,,,
67,SZ-173-012,South,173,28.510444,77.203101,LED,1,40,40,40,,,
68,SZ-173-012,South,173,28.510612,77.203187,LED,1,40,40,40,,,
69,SZ-173-012,South,173,28.510825,77.203294,LED,1,40,40,40,,,
70,SZ-173-012,South,173,28.510988,77.203353,LED,1,40,40,40,,,
71,SZ-173-012,South,173,28.511123,77.203443,LED,1,40,40,40,,,
72,SZ-173-012,South,173,28.51136,77.203544,LED,1,40,40,40,,,
73,SZ-173-012,South,173,28.51148,77.203605,LED,1,40,40,40,,,
74,SZ-173-012,South,173,28.510281,77.203123,LED,1,40,40,40,,,
75,SZ-173-012,South,173,28.510253,77.202778,LED,1,40,40,40,,,
76,SZ-173-012,South,173,28.510009,77.20296,LED,1,40,40,40,,,
77,SZ-173-012,South,173,28.509813,77.202881,LED,1,40,40,40,,,
78,SZ-173-012,South,173,28.509734,77.202877,LED,1,40,40,40,,,
79,SZ-173-012,South,173,28.509586,77.202808,LED,1,40,40,40,,,
80,SZ-173-012,South,173,28.509348,77.20273,LED,1,40,40,40,,,
81,SZ-173-012,South,173,28.509175,77.202663,LED,1,40,40,40,,,
82,SZ-173-012,South,173,28.509046,77.202618,LED,1,40,40,40,,,
83,SZ-173-012,South,173,28.508894,77.202562,LED,1,40,40,40,,,
84,SZ-173-012,South,173,28.508764,77.202493,LED,1,80,80,80,,,
85,SZ-173-012,South,173,28.508592,77.202365,LED,1,80,80,80,,,
86,SZ-173-012,South,173,28.508444,77.20234,LED,1,40,40,40,,,
87,SZ-173-012,South,173,28.508319,77.202307,LED,1,80,80,80,,,
88,SZ-173-012,South,173,28.508354,77.202488,LED,1,80,80,80,,,
89,SZ-173-012,South,173,28.508254,77.2027,LED,1,80,80,80,,,
90,SZ-173-012,South,173,28.508198,77.202894,LED,1,80,80,80,,,
91,SZ-173-012,South,173,28.508252,77.202294,LED,1,40,40,40,,,
92,SZ-173-012,South,173,28.508167,77.202224,LED,1,40,40,40,,,
93,SZ-173-012,South,173,28.508063,77.202216,LED,1,40,40,40,,,
94,SZ-173-012,South,173,28.507881,77.202117,LED,1,40,40,40,,,
95,SZ-173-012,South,173,28.507781,77.201989,LED,1,80,80,80,,,
96,SZ-173-012,South,173,28.507804,77.201833,LED,1,40,40,40,,,
97,SZ-173-012,South,173,28.5078,77.201662,LED,1,40,40,40,,,
98,SZ-173-012,South,173,28.507814,77.201438,LED,1,40,40,40,,,
99,SZ-173-012,South,173,28.507662,77.201996,LED,1,40,40,40,,,
100,SZ-173-012,South,173,28.507611,77.202318,LED,1,40,40,40,,,
101,SZ-173-012,South,173,28.507644,77.202624,LED,1,40,40,40,,,
102,SZ-173-012,South,173,28.507736,77.20267,LED,1,40,40,40,,,
103,SZ-173-012,South,173,28.507677,77.202054,LED,1,40,40,40,,,
104,SZ-173-012,South,173,28.507611,77.202023,LED,1,40,40,40,,,
105,SZ-173-012,South,173,28.507302,77.201783,LED,1,40,40,40,,,
106,SZ-173-012,South,173,28.50718,77.201783,LED,1,80,80,80,,,
107,SZ-173-012,South,173,28.507159,77.201995,LED,1,40,40,40,,,
108,SZ-173-012,South,173,28.507169,77.202304,LED,1,40,40,40,,,
109,SZ-173-012,South,173,28.507142,77.201585,LED,1,40,40,40,,,
110,SZ-173-012,South,173,28.50726,77.201352,LED,1,40,40,40,,,
111,SZ-173-012,South,173,28.507306,77.20122,LED,1,40,40,40,,,
112,SZ-173-012,South,173,28.507252,77.201095,LED,1,80,80,80,,,
113,SZ-173-012,South,173,28.50701,77.201699,LED,1,80,80,80,,,
114,SZ-173-012,South,173,28.506901,77.201596,LED,1,80,80,80,,,
115,SZ-173-012,South,173,28.506842,77.201556,LED,1,40,40,40,,,
116,SZ-173-012,South,173,28.50924,77.202664,LED,1,40,40,40,,,
117,SZ-173-012,South,173,28.509677,77.202832,LED,1,40,40,40,,,
118,SZ-173-012,South,173,28.511491,77.202654,LED,1,35,35,35,,,
119,SZ-173-012,South,173,28.511498,77.202659,LED,1,35,35,35,,,
120,SZ-173-012,South,173,28.511495,77.202657,LED,1,35,35,35,,,
121,SZ-173-012,South,173,28.511594,77.202721,LED,1,35,35,35,,,
122,SZ-173-012,South,173,28.511594,77.202723,LED,1,35,35,35,,,
123,SZ-173-012,South,173,28.511599,77.202725,LED,1,35,35,35,,,
124,SZ-173-012,South,173,28.511686,77.202738,LED,1,35,35,35,,,
125,SZ-173-012,South,173,28.511686,77.202738,LED,1,35,35,35,,,
126,SZ-173-012,South,173,28.511604,77.20265,LED,1,35,35,35,,,
127,SZ-173-012,South,173,28.511605,77.202637,LED,1,35,35,35,,,
128,SZ-173-012,South,173,28.511611,77.202619,LED,1,35,35,35,,,
129,SZ-173-012,South,173,28.511629,77.202571,LED,1,35,35,35,,,
130,SZ-173-012,South,173,28.511629,77.202568,LED,1,35,35,35,,,
131,SZ-173-012,South,173,28.511635,77.202505,LED,1,35,35,35,,,
132,SZ-173-012,South,173,28.511641,77.20248,LED,1,35,35,35,,,
133,SZ-173-012,South,173,28.51161,77.202398,LED,1,35,35,35,,,
134,SZ-173-012,South,173,28.511611,77.202397,LED,1,35,35,35,,,
135,SZ-173-012,South,173,28.511612,77.202431,LED,1,35,35,35,,,
1,SZ-184-009,south,184,28.523922,77.22351,LED,1,80,80,80,,,
2,SZ-184-009,south,184,28.523952,77.223456,LED,1,80,80,80,,,
3,SZ-184-009,south,184,28.524128,77.223349,LED,1,35,35,35,,,
4,SZ-184-009,south,184,28.524117,77.223091,LED,1,80,80,80,,,
5,SZ-184-009,south,184,28.524162,77.222793,LED,1,35,35,35,,,
6,SZ-184-009,south,184,28.523906,77.223108,LED,1,80,80,80,,,
7,SZ-184-009,south,184,28.523904,77.222821,LED,1,80,80,80,,,
8,SZ-184-009,south,184,28.523652,77.222824,LED,1,80,80,80,,,
9,SZ-184-009,south,184,28.523665,77.223026,LED,1,80,80,80,,,
10,SZ-184-009,south,184,28.523654,77.223386,LED,1,35,35,35,,,
11,SZ-184-009,south,184,28.523567,77.223477,LED,1,35,35,35,,,
12,SZ-184-009,south,184,28.523414,77.223278,LED,1,80,80,80,,,
13,SZ-184-009,south,184,28.523376,77.223081,LED,1,80,80,80,,,
14,SZ-184-009,south,184,28.523388,77.222985,LED,1,80,80,80,,,
15,SZ-184-009,south,184,28.523316,77.223526,LED,1,80,80,80,,,
16,SZ-184-009,south,184,28.523293,77.223742,LED,1,80,80,80,,,
17,SZ-184-009,south,184,28.523291,77.224026,LED,1,80,80,80,,,
18,SZ-184-009,south,184,28.523245,77.224226,LED,1,80,80,80,,,
19,SZ-184-009,south,184,28.523449,77.224235,LED,1,80,80,80,,,
20,SZ-184-009,south,184,28.523668,77.224278,LED,1,80,80,80,,,
21,SZ-184-009,south,184,28.523813,77.22419,LED,1,80,80,80,,,
22,SZ-184-009,south,184,28.523543,77.224028,LED,1,80,80,80,,,
23,SZ-184-009,south,184,28.523518,77.223748,LED,1,80,80,80,,,
24,SZ-184-009,south,184,28.523794,77.223563,LED,1,80,80,80,,,
25,SZ-184-009,south,184,28.523816,77.223831,LED,1,35,35,35,,,
26,SZ-184-009,south,184,28.524152,77.223388,LED,1,35,35,35,,,
