SR. NO.,CCMS NO,Zone,Ward No.,Latitude,Longitude,Type of Light,No. Of Lights,Wattage,Wattage,Connected Load,,,
15,SZ-164-029,SOUTH,164,28.561235,77.218719,LED,1,35,35,35,,,
16,SZ-164-029,SOUTH,164,28.561284,77.218772,LED,1,35,35,35,,,
17,SZ-164-029,SOUTH,164,28.561425,77.218837,LED,1,35,35,35,,,
18,SZ-164-029,SOUTH,164,28.56148,77.218892,LED,1,35,35,35,,,
19,SZ-164-029,SOUTH,164,28.561483,77.218963,LED,1,35,35,35,,,
20,SZ-164-029,SOUTH,164,28.561426,77.219156,LED,2,140X2,140,280,,,
21,SZ-164-029,SOUTH,164,28.56136,77.21921,LED,1,35,35,35,,,
22,SZ-164-029,SOUTH,164,28.56134,77.219242,LED,1,35,35,35,,,
23,SZ-164-029,SOUTH,164,28.561298,77.219361,LED,1,35,35,35,,,
24,SZ-164-029,SOUTH,164,28.561296,77.219239,LED,1,35,35,35,,,
25,SZ-164-029,SOUTH,164,28.561207,77.219216,LED,1,35,35,35,,,
26,SZ-164-029,SOUTH,164,28.56108,77.219115,LED,1,35,35,35,,,
27,SZ-164-029,SOUTH,164,28.561043,77.219072,LED,1,35,35,35,,,
28,SZ-164-029,SOUTH,164,28.561166,77.218949,LED,1,35,35,35,,,
29,SZ-164-029,SOUTH,164,28.561314,77.218816,LED,1,40,40,40,,,
30,SZ-164-029,SOUTH,164,28.56127,77.218802,LED,1,40,40,40,,,
31,SZ-164-029,SOUTH,164,28.561151,77.218882,LED,4,140X4,140,560,,,
32,SZ-164-029,SOUTH,164,28.56113,77.218869,LED,1,40,40,40,,,
33,SZ-164-029,SOUTH,164,28.561018,77.218971,LED,1,40,40,40,,,
34,SZ-164-029,SOUTH,164,28.560976,77.21894,LED,1,40,40,40,,,
35,SZ-164-029,SOUTH,164,28.560953,77.218859,LED,1,40,40,40,,,
36,SZ-164-029,SOUTH,164,28.560796,77.21865,LED,1,80,80,80,,,
37,SZ-164-029,SOUTH,164,28.560663,77.218603,LED,1,80,80,80,,,
38,SZ-164-029,SOUTH,164,28.560679,77.218673,LED,1,80,80,80,,,
39,SZ-164-029,SOUTH,164,28.560738,77.218793,LED,1,80,80,80,,,
40,SZ-164-029,SOUTH,164,28.560794,77.218884,LED,1,80,80,80,,,
41,SZ-164-029,SOUTH,164,28.560907,77.218986,LED,1,80,80,80,,,
42,SZ-164-029,SOUTH,164,28.560978,77.219109,LED,1,80,80,80,,,
43,SZ-164-029,SOUTH,164,28.561034,77.219188,LED,1,80,80,80,,,
44,SZ-164-029,SOUTH,164,28.561115,77.219337,LED,1,80,80,80,,,
45,SZ-164-029,SOUTH,164,28.56124,77.219442,LED,1,80,80,80,,,
46,SZ-164-029,SOUTH,164,28.561437,77.219328,LED,1,80,80,80,,,
49,SZ-164-029,SOUTH,164,28.560556,77.218196,LED,1,80,80,80,,,
50,SZ-164-029,SOUTH,164,28.56056,77.217927,LED,1,80,80,80,,,
51,SZ-164-029,SOUTH,164,28.560458,77.217894,LED,1,80,80,80,,,
52,SZ-164-029,SOUTH,164,28.560215,77.217936,LED,1,80,80,80,,,
53,SZ-164-029,SOUTH,164,28.560348,77.218128,LED,1,80,80,80,,,
1,SZ-189-027,South,189,28.536876,77.244481,LED,1,72,72,72,,,
2,SZ-189-027,South,189,28.536861,77.24452,LED,1,72,72,72,,,
3,SZ-189-027,South,189,28.537029,77.244293,LED,1,72,72,72,,,
4,SZ-189-027,South,189,28.537105,77.244224,LED,1,72,72,72,,,
5,SZ-189-027,South,189,28.537301,77.244028,LED,2,80X2,80,160,,,
6,SZ-189-027,South,189,28.537437,77.243915,LED,2,80X2,80,160,,,
7,SZ-189-027,South,189,28.537596,77.243749,LED,1,80,80,80,,,
8,SZ-189-027,South,189,28.537745,77.243591,LED,1,80,80,80,,,
9,SZ-189-027,South,189,28.537822,77.243502,LED,1,80,80,80,,,
10,SZ-189-027,South,189,28.537935,77.243361,LED,1,80,80,80,,,
11,SZ-189-027,South,189,28.538155,77.243191,LED,1,80,80,80,,,
12,SZ-189-027,South,189,28.538275,77.243018,LED,1,80,80,80,,,
13,SZ-189-027,South,189,28.53842,77.242852,LED,2,70X2,70,140,,,
14,SZ-189-027,South,189,28.538502,77.242714,LED,1,70,70,70,,,
15,SZ-189-027,South,189,28.538626,77.242532,LED,1,70,70,70,,,
16,SZ-189-027,South,189,28.538727,77.242365,LED,1,70,70,70,,,
17,SZ-189-027,South,189,28.538831,77.242227,LED,1,70,70,70,,,
18,SZ-189-027,South,189,28.538936,77.242014,LED,1,70,70,70,,,
19,SZ-189-027,South,189,28.539007,77.241792,LED,1,70,70,70,,,
20,SZ-189-027,South,189,28.539091,77.241659,LED,1,70,70,70,,,
21,SZ-189-027,South,189,28.539165,77.241503,LED,1,70,70,70,,,
22,SZ-189-027,South,189,28.539252,77.241284,LED,1,70,70,70,,,
23,SZ-189-027,South,189,28.538041,77.242398,LED,1,70,70,70,,,
24,SZ-189-027,South,189,28.537986,77.242326,LED,1,70,70,70,,,
25,SZ-189-027,South,189,28.537848,77.242463,LED,1,70,70,70,,,
26,SZ-189-027,South,189,28.537676,77.2427,LED,2,70X2,70,140,,,
27,SZ-189-027,South,189,28.537612,77.24295,LED,2,80X2,80,160,,,
28,SZ-189-027,South,189,28.537661,77.243073,LED,1,80,80,80,,,
29,SZ-189-027,South,189,28.537708,77.243162,LED,1,80,80,80,,,
30,SZ-189-027,South,189,28.537753,77.243205,LED,1,80,80,80,,,
31,SZ-189-027,South,189,28.537772,77.243314,LED,1,40,40,40,,,
32,SZ-189-027,South,189,28.537806,77.24338,LED,1,40,40,40,,,
33,SZ-189-027,South,189,28.53783,77.243323,LED,1,40,40,40,,,
34,SZ-189-027,South,189,28.537915,77.243195,LED,1,40,40,40,,,
35,SZ-189-027,South,189,28.538012,77.24306,LED,1,40,40,40,,,
36,SZ-189-027,South,189,28.538093,77.242981,LED,1,40,40,40,,,
37,SZ-189-027,South,189,28.538157,77.242879,LED,1,40,40,40,,,
38,SZ-189-027,South,189,28.538266,77.242771,LED,4,140X4,140,560,,,
39,SZ-189-027,South,189,28.538237,77.242685,LED,1,40,40,40,,,
40,SZ-189-027,South,189,28.53826,77.242643,LED,1,40,40,40,,,
41,SZ-189-027,South,189,28.538172,77.242553,LED,1,40,40,40,,,
42,SZ-189-027,South,189,28.538074,77.242616,LED,1,40,40,40,,,
43,SZ-189-027,South,189,28.537981,77.242741,LED,1,80,80,80,,,
44,SZ-189-027,South,189,28.537852,77.242703,LED,1,80,80,80,,,
45,SZ-189-027,South,189,28.53798,77.242857,LED,1,80,80,80,,,
1,SZ-173-023,South,173,28.494141,77.191321,LED,1,70,70,70,,,
3,SZ-173-023,South,173,28.494029,77.191636,LED,1,70,70,70,,,
4,SZ-173-023,South,173,28.49398,77.191634,LED,1,70,70,70,,,
6,SZ-173-023,South,173,28.49347,77.191577,LED,1,70,70,70,,,
7,SZ-173-023,South,173,28.493395,77.191763,LED,1,70,70,70,,,
8,SZ-173-023,South,173,28.493344,77.191797,LED,1,70,70,70,,,
9,SZ-173-023,South,173,28.493345,77.191814,LED,1,70,70,70,,,
10,SZ-173-023,South,173,28.493309,77.191884,LED,1,20,20,20,,,
11,SZ-173-023,South,173,28.493401,77.191853,LED,1,20,20,20,,,
12,SZ-173-023,South,173,28.494042,77.192357,LED,1,20,20,20,,,
13,SZ-173-023,South,173,28.494265,77.191302,LED,1,20,20,20,,,
16,SZ-173-023,South,173,28.494539,77.190735,LED,1,70,70,70,,,
17,SZ-173-023,South,173,28.494303,77.190592,LED,1,70,70,70,,,
18,SZ-173-023,South,173,28.494072,77.190657,LED,1,70,70,70,,,
19,SZ-173-023,South,173,28.494212,77.190528,LED,1,70,70,70,,,
20,SZ-173-023,South,173,28.49427,77.19035,LED,1,70,70,70,,,
21,SZ-173-023,South,173,28.494284,77.190288,LED,1,70,70,70,,,
22,SZ-173-023,South,173,28.494169,77.190366,LED,1,70,70,70,,,
23,SZ-173-023,South,173,28.494179,77.190254,LED,1,70,70,70,,,
24,SZ-173-023,South,173,28.493955,77.190067,LED,1,45,45,45,,,
25,SZ-173-023,South,173,28.493753,77.189877,LED,1,80,80,80,,,
26,SZ-173-023,South,173,28.493682,77.189888,LED,1,80,80,80,,,
27,SZ-173-023,South,173,28.493595,77.189991,LED,1,80,80,80,,,
28,SZ-173-023,South,173,28.493663,77.189956,LED,1,80,80,80,,,
29,SZ-173-023,South,173,28.494279,77.190628,LED,1,80,80,80,,,
30,SZ-173-023,South,173,28.49489,77.190746,LED,1,80,80,80,,,
31,SZ-173-023,South,173,28.49511,77.190719,LED,1,80,80,80,,,
32,SZ-173-023,South,173,28.495234,77.190881,LED,1,80,80,80,,,
33,SZ-173-023,South,173,28.495432,77.190703,LED,1,45,45,45,,,
34,SZ-173-023,South,173,28.495435,77.190702,LED,1,45,45,45,,,
35,SZ-173-023,South,173,28.495492,77.190349,LED,1,45,45,45,,,
36,SZ-173-023,South,173,28.495458,77.190324,LED,1,45,45,45,,,
37,SZ-173-023,South,173,28.495719,77.190445,LED,1,45,45,45,,,
38,SZ-173-023,South,173,28.495749,77.190453,LED,1,80,80,80,,,
39,SZ-173-023,South,173,28.4958,77.190526,LED,1,45,45,45,,,
40,SZ-173-023,South,173,28.495786,77.190708,LED,1,45,45,45,,,
41,SZ-173-023,South,173,28.495828,77.191067,LED,1,45,45,45,,,
43,SZ-173-023,South,173,28.495757,77.191473,LED,1,45,45,45,,,
44,SZ-173-023,South,173,28.495792,77.191695,LED,1,45,45,45,,,
45,SZ-173-023,South,173,28.495931,77.191951,LED,1,45,45,45,,,
46,SZ-173-023,South,173,28.496098,77.191987,LED,1,45,45,45,,,
47,SZ-173-023,South,173,28.49625,77.191963,LED,1,45,45,45,,,
48,SZ-173-023,South,173,28.496148,77.19184,LED,1,45,45,45,,,
49,SZ-173-023,South,173,28.496012,77.191634,LED,1,45,45,45,,,
50,SZ-173-023,South,173,28.496009,77.191583,LED,1,45,45,45,,,
51,SZ-173-023,South,173,28.496019,77.191466,LED,1,80,80,80,,,
52,SZ-173-023,South,173,28.495998,77.191446,LED,1,80,80,80,,,
53,SZ-173-023,South,173,28.49621,77.191428,LED,1,80,80,80,,,
54,SZ-173-023,South,173,28.496174,77.191424,LED,1,80,80,80,,,
55,SZ-173-023,South,173,28.496117,77.191197,LED,1,80,80,80,,,
56,SZ-173-023,South,173,28.496387,77.191333,LED,1,80,80,80,,,
57,SZ-173-023,South,173,28.496399,77.191402,LED,1,45,45,45,,,
58,SZ-173-023,South,173,28.496361,77.19087,LED,1,45,45,45,,,
59,SZ-173-023,South,173,28.496773,77.190787,LED,1,45,45,45,,,
60,SZ-173-023,South,173,28.496965,77.190809,LED,1,45,45,45,,,
61,SZ-173-023,South,173,28.497084,77.191027,LED,1,45,45,45,,,
62,SZ-173-023,South,173,28.497078,77.191161,LED,1,80,80,80,,,
63,SZ-173-023,South,173,28.496925,77.190925,LED,1,45,45,45,,,
64,SZ-173-023,South,173,28.496852,77.191031,LED,1,45,45,45,,,
65,SZ-173-023,South,173,28.496856,77.191151,LED,1,45,45,45,,,
67,SZ-173-023,South,173,28.496812,77.191377,LED,1,45,45,45,,,
68,SZ-173-023,South,173,28.496823,77.191394,LED,1,45,45,45,,,
69,SZ-173-023,South,173,28.496828,77.190295,LED,1,45,45,45,,,
70,SZ-173-023,South,173,28.497009,77.190504,LED,1,45,45,45,,,
71,SZ-173-023,South,173,28.497051,77.19047,LED,1,45,45,45,,,
72,SZ-173-023,South,173,28.49721,77.190264,LED,1,45,45,45,,,
73,SZ-173-023,South,173,28.497364,77.190086,LED,1,45,45,45,,,
74,SZ-173-023,South,173,28.497582,77.19027,LED,1,45,45,45,,,
75,SZ-173-023,South,173,28.497824,77.190354,LED,1,80,80,80,,,
76,SZ-173-023,South,173,28.49785,77.190286,LED,1,80,80,80,,,
77,SZ-173-023,South,173,28.497972,77.189999,LED,1,80,80,80,,,
78,SZ-173-023,South,173,28.497883,77.189876,LED,1,80,80,80,,,
79,SZ-173-023,South,173,28.497661,77.189852,LED,1,80,80,80,,,
80,SZ-173-023,South,173,28.49761,77.190043,LED,1,80,80,80,,,
81,SZ-173-023,South,173,28.497732,77.190033,LED,1,45,45,45,,,
82,SZ-173-023,South,173,28.497388,77.190374,LED,1,45,45,45,,,
83,SZ-173-023,South,173,28.496898,77.190542,LED,1,45,45,45,,,
84,SZ-173-023,South,173,28.496562,77.19051,LED,1,45,45,45,,,
85,SZ-173-023,South,173,28.496359,77.1905,LED,1,45,45,45,,,
86,SZ-173-023,South,173,28.496044,77.190533,LED,1,80,80,80,,,
87,SZ-173-023,South,173,28.495768,77.190615,LED,1,45,45,45,,,
88,SZ-173-023,South,173,28.495779,77.191136,LED,1,45,45,45,,,
89,SZ-173-023,South,173,28.495783,77.191403,LED,1,45,45,45,,,
91,SZ-173-023,South,173,28.495268,77.191413,LED,1,45,45,45,,,
92,SZ-173-023,South,173,28.494821,77.191408,LED,1,45,45,45,,,
93,SZ-173-023,South,173,28.494577,77.191281,LED,1,45,45,45,,,
94,SZ-173-023,South,173,28.494108,77.191345,LED,1,45,45,45,,,
95,SZ-173-023,South,173,28.498298,77.198123,LED,1,45,45,45,,,
96,SZ-173-023,South,173,28.528707,77.290652,LED,1,45,45,45,,,
1,SZ-165-033,South,165,28.554165,77.165938,LED,1,80,80,80,,,
2,SZ-165-033,South,165,28.554106,77.16589,LED,1,80,80,80,,,
3,SZ-165-033,South,165,28.554007,77.165841,LED,1,80,80,80,,,
4,SZ-165-033,South,165,28.553916,77.165804,LED,1,80,80,80,,,
5,SZ-165-033,South,165,28.553832,77.165742,LED,1,80,80,80,,,
6,SZ-165-033,South,165,28.553753,77.165686,LED,1,80,80,80,,,
8,SZ-165-033,South,165,28.553694,77.165557,LED,1,80,80,80,,,
9,SZ-165-033,South,165,28.553756,77.165534,LED,1,80,80,80,,,
10,SZ-165-033,South,165,28.553744,77.165493,LED,1,80,80,80,,,
11,SZ-165-033,South,165,28.553576,77.165597,LED,1,80,80,80,,,
12,SZ-165-033,South,165,28.553546,77.165607,LED,1,80,80,80,,,
13,SZ-165-033,South,165,28.553387,77.165683,LED,1,80,80,80,,,
14,SZ-165-033,South,165,28.55329,77.165667,LED,1,80,80,80,,,
15,SZ-165-033,South,165,28.553262,77.16571,LED,1,80,80,80,,,
16,SZ-165-033,South,165,28.553352,77.165734,LED,1,80,80,80,,,
17,SZ-165-033,South,165,28.553387,77.16569,LED,1,80,80,80,,,
18,SZ-165-033,South,165,28.553535,77.165714,LED,1,80,80,80,,,
19,SZ-165-033,South,165,28.553566,77.165739,LED,1,80,80,80,,,
20,SZ-165-033,South,165,28.553613,77.165812,LED,1,80,80,80,,,
21,SZ-165-033,South,165,28.553641,77.165824,LED,1,80,80,80,,,
22,SZ-165-033,South,165,28.553723,77.165892,LED,1,80,80,80,,,
23,SZ-165-033,South,165,28.553757,77.165972,LED,1,80,80,80,,,
25,SZ-165-033,South,165,28.553934,77.166158,LED,1,80,80,80,,,
26,SZ-165-033,South,165,28.553897,77.166157,LED,1,80,80,80,,,
27,SZ-165-033,South,165,28.553933,77.166212,LED,1,80,80,80,,,
28,SZ-165-033,South,165,28.553936,77.166137,LED,1,80,80,80,,,
29,SZ-165-033,South,165,28.553946,77.166063,LED,1,80,80,80,,,
30,SZ-165-033,South,165,28.553882,77.165957,LED,1,80,80,80,,,
31,SZ-165-033,South,165,28.553849,77.166055,LED,1,80,80,80,,,
32,SZ-165-033,South,165,28.554044,77.16621,LED,1,80,80,80,,,
33,SZ-165-033,South,165,28.554169,77.166235,LED,1,80,80,80,,,
1,SZ-179-015,SOUTH,179,28.517573,77.206449,LED,1,72,72,72,,,
2,SZ-179-015,SOUTH,179,28.517692,77.206489,LED,1,80,80,80,,,
3,SZ-179-015,SOUTH,179,28.517871,77.206378,LED,1,80,80,80,,,
4,SZ-179-015,SOUTH,179,28.517811,77.206515,LED,1,80,80,80,,,
5,SZ-179-015,SOUTH,179,28.518003,77.206584,LED,1,80,80,80,,,
6,SZ-179-015,SOUTH,179,28.518012,77.206461,LED,1,80,80,80,,,
7,SZ-179-015,SOUTH,179,28.518057,77.206453,LED,1,80,80,80,,,
8,SZ-179-015,SOUTH,179,28.518153,77.206425,LED,1,80,80,80,,,
9,SZ-179-015,SOUTH,179,28.518292,77.20644,LED,1,80,80,80,,,
10,SZ-179-015,SOUTH,179,28.518541,77.2065,LED,1,80,80,80,,,
11,SZ-179-015,SOUTH,179,28.518656,77.206753,LED,1,80,80,80,,,
12,SZ-179-015,SOUTH,179,28.517662,77.20668,LED,4,40X4,40,160,,,
13,SZ-179-015,SOUTH,179,28.517599,77.206857,LED,1,70,70,70,,,
14,SZ-179-015,SOUTH,179,28.517532,77.207092,LED,1,70,70,70,,,
15,SZ-179-015,SOUTH,179,28.517474,77.207352,LED,1,70,70,70,,,
16,SZ-179-015,SOUTH,179,28.517545,77.207529,LED,1,70,70,70,,,
17,SZ-179-015,SOUTH,179,28.517645,77.207512,LED,1,80,80,80,,,
18,SZ-179-015,SOUTH,179,28.517385,77.207515,LED,1,80,80,80,,,
19,SZ-179-015,SOUTH,179,28.517265,77.207429,LED,1,80,80,80,,,
20,SZ-179-015,SOUTH,179,28.517403,77.207328,LED,1,80,80,80,,,
21,SZ-179-015,SOUTH,179,28.517307,77.207016,LED,1,80,80,80,,,
22,SZ-179-015,SOUTH,179,28.517071,77.207002,LED,1,80,80,80,,,
23,SZ-179-015,SOUTH,179,28.517006,77.207306,LED,4,40X4,40,160,,,
24,SZ-179-015,SOUTH,179,28.516982,77.206811,LED,1,70,70,70,,,
25,SZ-179-015,SOUTH,179,28.517062,77.206821,LED,1,70,70,70,,,
26,SZ-179-015,SOUTH,179,28.517098,77.206645,LED,1,70,70,70,,,
27,SZ-179-015,SOUTH,179,28.517182,77.206585,LED,1,70,70,70,,,
28,SZ-179-015,SOUTH,179,28.517331,77.206636,LED,1,70,70,70,,,
29,SZ-179-015,SOUTH,179,28.517268,77.206431,LED,1,70,70,70,,,
30,SZ-179-015,SOUTH,179,28.517253,77.206309,LED,1,70,70,70,,,
31,SZ-179-015,SOUTH,179,28.517248,77.206216,LED,1,70,70,70,,,
32,SZ-179-015,SOUTH,179,28.517367,77.206199,LED,1,70,70,70,,,
33,SZ-179-015,SOUTH,179,28.517606,77.206276,LED,1,70,70,70,,,
1,SZ-179-025,SOUTH,179,28.493729,77.234554,LED,1,45,45,45,,,
2,SZ-179-025,SOUTH,179,28.49376,77.234545,LED,1,80,80,80,,,
3,SZ-179-025,SOUTH,179,28.493901,77.234523,LED,1,80,80,80,,,
4,SZ-179-025,SOUTH,179,28.493944,77.234483,LED,1,80,80,80,,,
5,SZ-179-025,SOUTH,179,28.493935,77.234341,LED,1,80,80,80,,,
6,SZ-179-025,SOUTH,179,28.493904,77.234111,LED,1,80,80,80,,,
7,SZ-179-025,SOUTH,179,28.493871,77.234003,LED,1,80,80,80,,,
8,SZ-179-025,SOUTH,179,28.493776,77.233954,LED,1,80,80,80,,,
9,SZ-179-025,SOUTH,179,28.493618,77.233882,LED,1,80,80,80,,,
10,SZ-179-025,SOUTH,179,28.493616,77.23368,LED,1,80,80,80,,,
11,SZ-179-025,SOUTH,179,28.493641,77.233535,LED,1,80,80,80,,,
12,SZ-179-025,SOUTH,179,28.493654,77.233427,LED,1,80,80,80,,,
13,SZ-179-025,SOUTH,179,28.493628,77.233155,LED,1,80,80,80,,,
14,SZ-179-025,SOUTH,179,28.493636,77.233018,LED,2,35X2,35,70,,,
15,SZ-179-025,SOUTH,179,28.493674,77.232736,LED,1,35,35,35,,,
16,SZ-179-025,SOUTH,179,28.493676,77.232595,LED,1,35,35,35,,,
17,SZ-179-025,SOUTH,179,28.493395,77.232539,LED,1,35,35,35,,,
18,SZ-179-025,SOUTH,179,28.493354,77.232379,LED,1,35,35,35,,,
19,SZ-179-025,SOUTH,179,28.493512,77.232344,LED,1,35,35,35,,,
20,SZ-179-025,SOUTH,179,28.493642,77.232421,LED,1,35,35,35,,,
21,SZ-179-025,SOUTH,179,28.493659,77.232347,LED,1,35,35,35,,,
22,SZ-179-025,SOUTH,179,28.493665,77.232199,LED,1,35,35,35,,,
23,SZ-179-025,SOUTH,179,28.493691,77.23206,LED,1,35,35,35,,,
24,SZ-179-025,SOUTH,179,28.493818,77.231925,LED,2,35X2,35,70,,,
25,SZ-179-025,SOUTH,179,28.493842,77.23194,LED,1,35,35,35,,,
26,SZ-179-025,SOUTH,179,28.493864,77.232055,LED,1,35,35,35,,,
27,SZ-179-025,SOUTH,179,28.493844,77.232408,LED,1,35,35,35,,,
28,SZ-179-025,SOUTH,179,28.493618,77.232495,LED,1,35,35,35,,,
29,SZ-179-025,SOUTH,179,28.493428,77.232694,LED,1,35,35,35,,,
30,SZ-179-025,SOUTH,179,28.493439,77.232839,LED,1,35,35,35,,,
31,SZ-179-025,SOUTH,179,28.493414,77.233003,LED,1,80,80,80,,,
32,SZ-179-025,SOUTH,179,28.493417,77.233055,LED,1,80,80,80,,,
33,SZ-179-025,SOUTH,179,28.493402,77.233203,LED,1,80,80,80,,,
34,SZ-179-025,SOUTH,179,28.493447,77.233443,LED,1,80,80,80,,,
35,SZ-179-025,SOUTH,179,28.493421,77.23347,LED,1,80,80,80,,,
36,SZ-179-025,SOUTH,179,28.493346,77.233368,LED,1,80,80,80,,,
37,SZ-179-025,SOUTH,179,28.493183,77.233349,LED,1,80,80,80,,,
38,SZ-179-025,SOUTH,179,28.493158,77.2335,LED,1,80,80,80,,,
39,SZ-179-025,SOUTH,179,28.493133,77.233457,LED,1,80,80,80,,,
40,SZ-179-025,SOUTH,179,28.493124,77.233382,LED,1,80,80,80,,,
41,SZ-179-025,SOUTH,179,28.493046,77.233469,LED,1,80,80,80,,,
42,SZ-179-025,SOUTH,179,28.492956,77.233367,LED,1,80,80,80,,,
43,SZ-179-025,SOUTH,179,28.49294,77.233363,LED,2,70X2,70,140,,,
44,SZ-179-025,SOUTH,179,28.492917,77.233328,LED,2,35X2,35,70,,,
45,SZ-179-025,SOUTH,179,28.49278,77.23334,LED,1,35,35,35,,,
46,SZ-179-025,SOUTH,179,28.492779,77.233423,LED,1,35,35,35,,,
47,SZ-179-025,SOUTH,179,28.492907,77.233531,LED,1,35,35,35,,,
48,SZ-179-025,SOUTH,179,28.49292,77.233596,LED,1,35,35,35,,,
49,SZ-179-025,SOUTH,179,28.492999,77.233432,LED,1,35,35,35,,,
50,SZ-179-025,SOUTH,179,28.49321,77.233327,LED,1,35,35,35,,,
51,SZ-179-025,SOUTH,179,28.493348,77.233355,LED,1,35,35,35,,,
52,SZ-179-025,SOUTH,179,28.49342,77.233245,LED,1,35,35,35,,,
53,SZ-179-025,SOUTH,179,28.493688,77.233102,LED,1,35,35,35,,,
54,SZ-179-025,SOUTH,179,28.493811,77.233084,LED,1,35,35,35,,,
55,SZ-179-025,SOUTH,179,28.493821,77.232977,LED,1,35,35,35,,,
56,SZ-179-025,SOUTH,179,28.493849,77.232794,LED,1,35,35,35,,,
57,SZ-179-025,SOUTH,179,28.493856,77.232884,LED,1,35,35,35,,,
58,SZ-179-025,SOUTH,179,28.494009,77.232979,LED,1,35,35,35,,,
59,SZ-179-025,SOUTH,179,28.494132,77.233023,LED,1,35,35,35,,,
60,SZ-179-025,SOUTH,179,28.494193,77.23279,LED,1,35,35,35,,,
61,SZ-179-025,SOUTH,179,28.494145,77.232565,LED,1,35,35,35,,,
62,SZ-179-025,SOUTH,179,28.494209,77.232524,LED,1,35,35,35,,,
63,SZ-179-025,SOUTH,179,28.494228,77.232442,LED,1,35,35,35,,,
64,SZ-179-025,SOUTH,179,28.494288,77.232136,LED,1,35,35,35,,,
65,SZ-179-025,SOUTH,179,28.494291,77.23195,LED,1,35,35,35,,,
66,SZ-179-025,SOUTH,179,28.494318,77.231864,LED,1,35,35,35,,,
67,SZ-179-025,SOUTH,179,28.494324,77.231584,LED,1,35,35,35,,,
68,SZ-179-025,SOUTH,179,28.494308,77.231396,LED,1,35,35,35,,,
69,SZ-179-025,SOUTH,179,28.494299,77.231379,LED,1,35,35,35,,,
70,SZ-179-025,SOUTH,179,28.494295,77.231569,LED,1,35,35,35,,,
71,SZ-179-025,SOUTH,179,28.494335,77.231913,LED,1,35,35,35,,,
72,SZ-179-025,SOUTH,179,28.494491,77.231945,LED,1,35,35,35,,,
73,SZ-179-025,SOUTH,179,28.494524,77.231887,LED,1,35,35,35,,,
74,SZ-179-025,SOUTH,179,28.494539,77.231838,LED,1,35,35,35,,,
75,SZ-179-025,SOUTH,179,28.494571,77.231311,LED,2,35X2,35,70,,,
76,SZ-179-025,SOUTH,179,28.494546,77.231336,LED,1,35,35,35,,,
77,SZ-179-025,SOUTH,179,28.494518,77.231594,LED,1,35,35,35,,,
78,SZ-179-025,SOUTH,179,28.49451,77.231757,LED,1,35,35,35,,,
79,SZ-179-025,SOUTH,179,28.494578,77.23198,LED,1,35,35,35,,,
80,SZ-179-025,SOUTH,179,28.494521,77.232164,LED,1,35,35,35,,,
81,SZ-179-025,SOUTH,179,28.494521,77.232227,LED,1,35,35,35,,,
82,SZ-179-025,SOUTH,179,28.494463,77.232438,LED,1,35,35,35,,,
83,SZ-179-025,SOUTH,179,28.494506,77.23244,LED,1,35,35,35,,,
84,SZ-179-025,SOUTH,179,28.4944,77.232475,LED,1,35,35,35,,,
85,SZ-179-025,SOUTH,179,28.494203,77.232509,LED,1,80,80,80,,,
86,SZ-179-025,SOUTH,179,28.494178,77.232516,LED,1,80,80,80,,,
87,SZ-179-025,SOUTH,179,28.494034,77.232501,LED,1,80,80,80,,,
88,SZ-179-025,SOUTH,179,28.49375,77.232515,LED,1,80,80,80,,,
89,SZ-179-025,SOUTH,179,28.493559,77.232527,LED,2,"80X1,35X1",80,160,,,
90,SZ-179-025,SOUTH,179,28.493422,77.232537,LED,1,80,80,80,,,
91,SZ-179-025,SOUTH,179,28.493416,77.232541,LED,1,80,80,80,,,
92,SZ-179-025,SOUTH,179,28.493378,77.232501,LED,1,80,80,80,,,
93,SZ-179-025,SOUTH,179,28.493214,77.232461,LED,1,80,80,80,,,
94,SZ-179-025,SOUTH,179,28.493135,77.232467,LED,1,80,80,80,,,
95,SZ-179-025,SOUTH,179,28.492982,77.232611,LED,1,80,80,80,,,
96,SZ-179-025,SOUTH,179,28.492994,77.232694,LED,1,80,80,80,,,
97,SZ-179-025,SOUTH,179,28.492934,77.232837,LED,1,80,80,80,,,
98,SZ-179-025,SOUTH,179,28.493254,77.232455,LED,1,80,80,80,,,
99,SZ-179-025,SOUTH,179,28.493488,77.232499,LED,2,"80X1,35X1",80,160,,,
100,SZ-179-025,SOUTH,179,28.493625,77.232613,LED,1,80,80,80,,,
101,SZ-179-025,SOUTH,179,28.493628,77.232661,LED,1,80,80,80,,,
102,SZ-179-025,SOUTH,179,28.493636,77.232818,LED,1,80,80,80,,,
103,SZ-179-025,SOUTH,179,28.493524,77.233053,LED,1,80,80,80,,,
104,SZ-179-025,SOUTH,179,28.49359,77.233109,LED,1,80,80,80,,,
105,SZ-179-025,SOUTH,179,28.493596,77.233472,LED,1,80,80,80,,,
106,SZ-179-025,SOUTH,179,28.493572,77.233831,LED,1,80,80,80,,,
107,SZ-179-025,SOUTH,179,28.493511,77.23415,LED,1,80,80,80,,,
108,SZ-179-025,SOUTH,179,28.493513,77.234188,LED,1,80,80,80,,,
109,SZ-179-025,SOUTH,179,28.493508,77.234332,LED,1,80,80,80,,,
110,SZ-179-025,SOUTH,179,28.493287,77.234457,LED,1,80,80,80,,,
111,SZ-179-025,SOUTH,179,28.493025,77.23448,LED,1,80,80,80,,,
